,flock_gcm,avg_sheep_dist_from_gcm,furthest_sheep_from_gcm
0,"[122.0318086269, 127.94713334879997]",78.60942472896551,132.36202088311828
1,"[122.03983326980001, 128.01123328889994]",78.55995840069212,132.39730815692633
2,"[122.01866327240003, 128.06035621269996]",78.49232425114998,132.44521028176928
3,"[122.03968574160002, 128.11820483789995]",78.42963891708727,132.4665725174561
4,"[122.0402236047, 128.20974902939994]",78.36821161199151,132.08521623043447
5,"[122.04983468560003, 128.2834834099]",78.30805393687193,131.5939809907064
6,"[122.04836715980002, 128.36151952869997]",78.24398574486383,131.28557568620548
7,"[122.0861725283, 128.46776965699996]",78.1606842185286,130.8007268594185
8,"[122.09967397880001, 128.55611587139998]",78.09049355050387,130.4828403064171
9,"[122.12811148040001, 128.65817400959997]",78.01667555652806,130.0278117679599
10,"[122.16285756900002, 128.76651807589997]",77.99183829784904,129.48336196878938
11,"[122.24722520410002, 128.82458189469997]",77.97208902574985,128.8401729869197
12,"[122.2955555903, 128.9093243492]",77.91303702651423,128.39438185154702
13,"[122.3837908497, 128.98535726080001]",77.86770363319823,127.79986217807547
14,"[122.4584366841, 129.0873219055]",77.78292598249207,127.4023542792837
15,"[122.50251119899997, 129.220015469]",77.73236948686666,127.07532713016988
16,"[122.5895328402, 129.32437104570002]",77.68985954855347,126.64885034186098
17,"[122.61024880840002, 129.42548866890002]",77.6100802326611,126.14229949034159
18,"[122.6789443066, 129.53940858980002]",77.55426218911524,126.67900273834438
19,"[122.7508106387, 129.63839001530002]",77.50604641528348,126.39248783199533
20,"[122.7571998596, 129.70973729399998]",77.47492270253497,125.90485671226453
21,"[122.80180525130005, 129.82654924960002]",77.40638049364327,125.81713923386633
22,"[122.79737146200003, 129.9399365216]",77.37572310414168,125.73145777458802
23,"[122.78725516860003, 130.04558741380004]",77.3150715169498,125.64756077759434
24,"[122.78667503530004, 130.1644641896]",77.27635834083664,125.56060848809726
25,"[122.82013973929999, 130.25840661799998]",77.23812420473172,125.51520764522603
26,"[122.82989286419998, 130.3979106498]",77.2041655368615,125.42046769194624
27,"[122.84807409039999, 130.50301023069997]",77.19171858741632,125.3565938768449
28,"[122.8631624959, 130.57823743149996]",77.1777231182805,125.31233740791312
29,"[122.8626987616, 130.67315449749995]",77.13707550647881,125.2431234056161
30,"[122.86690639420003, 130.76564867349995]",77.09793719408287,125.17891634234111
31,"[122.88342470980002, 130.82052285049997]",77.10164163641628,125.15049779471059
32,"[122.9043526043, 130.89884518639997]",77.08279128950883,125.10814469158322
33,"[122.9300793781, 131.00915223579997]",77.06545376512742,125.04597596719668
34,"[122.94969005399999, 131.08520679979998]",77.07183303013413,125.00444577993136
35,"[122.96732216209998, 131.15820729599997]",77.05945214439664,124.96379439121809
36,"[122.97242899429995, 131.24184116999996]",77.0639302230115,124.90683408102817
37,"[122.98276273039997, 131.3020486324]",77.02214916589509,124.87044801746856
38,"[123.00295018749998, 131.39707777819996]",76.99071361622619,124.81573798247122
39,"[123.00551234469995, 131.4760131169]",76.97362776343427,124.760503538698
40,"[123.04569811919995, 131.5926838373]",76.94559070392478,124.70411379797588
41,"[123.07846159739992, 131.68447004119997]",76.91210875940607,124.66061541007208
42,"[123.0929499852, 131.80521608499998]",76.87032004956266,124.58364014140025
43,"[123.08655866049997, 131.91004499059997]",76.85791937370912,124.50370524276873
44,"[123.10113442759996, 132.0476087264]",76.80322492281749,124.4148133962821
45,"[123.13675452949998, 132.1336142593]",76.76417667884907,124.37770575839112
46,"[123.1496208256, 132.27510405270002]",76.70758146017154,124.28496754501141
47,"[123.17017533819998, 132.40045936939998]",76.64919787965358,124.20925672012757
48,"[123.15782306260002, 132.4676704644]",76.63092479566144,124.15241814001624
49,"[123.13982628170002, 132.5778805259]",76.59931255958001,124.06081506208994
50,"[123.12107952020004, 132.6320078537]",76.535682851665,124.00893231872615
51,"[123.07265748560005, 132.73562373259995]",76.47511779181129,123.90088675133852
52,"[123.0526510084, 132.82348683089995]",76.433439237011,123.82395981755103
53,"[122.96240369490002, 132.90684765889992]",76.3379531985981,123.70127768888536
54,"[122.93899014570003, 132.9981534777]",76.27859840826622,123.61952263678133
55,"[122.88296439570001, 133.05597991679994]",76.19773512469538,122.6499555187847
56,"[122.80950272540005, 133.13880352319998]",76.12886615794808,122.53938739855732
57,"[122.76610464010005, 133.19972104629997]",76.018656250902,122.46551192703217
58,"[122.75771944440002, 133.30345936959995]",75.90449216200237,122.38561963777833
59,"[122.74270575650003, 133.3799572021]",75.80488794290522,122.32053831435385
60,"[122.73472814930004, 133.5144058228]",75.66106896603539,122.21910712713944
61,"[122.6785844399, 133.62510206839997]",75.53313682215287,122.10084451362984
62,"[122.64024241880004, 133.70911788109998]",75.41271840903273,122.01409117353056
63,"[122.58083308270002, 133.82606991769995]",75.27549241855655,121.88910301794418
64,"[122.49104386990005, 133.954179204]",75.13975081104664,121.73484660407904
65,"[122.43177361610002, 134.03464330679998]",74.97664714180834,121.63594322884205
66,"[122.39921698390005, 134.10112001000002]",74.80797665705437,121.56576378238752
