,flock_gcm,avg_sheep_dist_from_gcm,furthest_sheep_from_gcm
0,"[132.1621027647999, 120.27973234339998]",77.15409941513305,124.75328916111913
1,"[132.16170924119996, 120.3454331277]",77.11219422651052,124.71912177728247
2,"[132.18397600559993, 120.39352531429996]",77.04866292339277,124.71346962677033
3,"[132.21909438579996, 120.4418528204]",77.02893992719538,124.7187430179198
4,"[132.24427955249996, 120.4699114683]",76.97587635848701,124.72593226973525
5,"[132.26909680879996, 120.5104685343]",76.9721125891317,124.7264000832981
6,"[132.29079902059996, 120.55781397869998]",76.92852729233773,124.72072955112728
7,"[132.3343753483, 120.6014564398]",76.90946357908693,124.73576015113933
8,"[132.35409816050003, 120.69455303330001]",76.88085731604473,124.7050062451142
9,"[132.3874636857, 120.72960737659997]",76.82583693813143,124.71572913962939
10,"[132.39153885509998, 120.81810211460002]",76.75902267517013,124.67397650947716
11,"[132.39286434429997, 120.89979400580002]",76.70098864294481,124.6333821601293
12,"[132.39037235330002, 120.98628823390001]",76.68320766692153,124.58709494859595
13,"[132.37852579129998, 121.08912191000002]",76.6420284719748,124.52447548301502
14,"[132.39860626319995, 121.181740103]",76.56459020286809,124.49459240209
15,"[132.37757102300003, 121.2487573411]",76.53191537077541,124.44238696667264
16,"[132.35807228139996, 121.30170719739998]",76.52962790697336,124.39867316552471
17,"[132.3735640617, 121.36769198070002]",76.49905521771356,124.37848688817422
18,"[132.4328749964, 121.44476587269999]",76.45860685310727,124.39046893246497
19,"[132.45226133279996, 121.51490201220003]",76.41855768135895,124.37162016779058
20,"[132.47974137959997, 121.57255295450003]",76.40513857397595,125.35753292751674
21,"[132.4744618073, 121.61244579049999]",76.40507566233615,125.33275267833442
22,"[132.4839408671, 121.65888498530003]",76.35018875476604,125.31738665636138
23,"[132.51321204860002, 121.7226261551]",76.3195160305739,125.31034475806602
24,"[132.485696929, 121.7480358097]",76.27876952581639,125.27375309132594
25,"[132.47441125369997, 121.81446299960002]",76.24899686870485,125.2304081469303
26,"[132.4639657113, 121.9095937031]",76.1818919237814,125.17330395370242
27,"[132.4232680781, 122.02379047000001]",76.18025159280111,125.08050773916645
28,"[132.4262188477, 122.1217708853]",76.12554690483677,125.03363103151611
29,"[132.4428230635, 122.1965248157]",76.07535465039476,125.01030598555208
30,"[132.4663905616, 122.28824415160001]",76.09029030569378,124.98450681344399
31,"[132.47093850060003, 122.4273716499]",76.0377445697114,124.96210006783627
32,"[132.4684438753, 122.50270793219997]",76.00239113703357,125.14855965196416
33,"[132.50619467550004, 122.56411987839999]",75.94736595934891,125.36977494395238
34,"[132.49932824960004, 122.65255575249999]",75.88335890960121,124.83016494234818
35,"[132.44164568300005, 122.7814655006]",75.80149633637043,124.71571550680977
36,"[132.43993879210004, 122.89721062280002]",75.74765961659693,124.6863434717807
37,"[132.45098738520002, 123.0009951493]",75.69964486353295,124.61416353416602
38,"[132.48370776460004, 123.11526612009999]",75.65473721142592,124.58558094204732
39,"[132.49933167100002, 123.24518621520001]",75.60594418012721,124.5344912359329
40,"[132.57038071950004, 123.38213048850002]",75.56596666044555,124.52815413155517
41,"[132.58082001719998, 123.5173252645]",75.49827079642255,124.72428709966096
42,"[132.59746909210003, 123.65392466239999]",75.4278872935659,124.6701871885322
43,"[132.62503922460002, 123.78939916570002]",75.35777710250716,124.626235271299
44,"[132.67470948280004, 123.90062616000003]",75.29152171926796,124.61367589292612
45,"[132.70009775460002, 124.01903535390005]",75.25356584065929,124.57660408408289
46,"[132.72590924500003, 124.15280208340003]",75.20599976361679,124.53236337139519
47,"[132.78725294360004, 124.31344309309999]",75.18095225041492,125.4806394887791
48,"[132.83341034400004, 124.4303616633]",75.1350188759284,125.46250701541643
49,"[132.87279437600006, 124.5862035469]",75.1206752042279,125.41930548884334
50,"[132.96664658170005, 124.70790933360001]",75.0843667381014,125.44051945442014
51,"[133.00849262560004, 124.84901882290004]",75.05700555702573,125.40711487030678
52,"[133.0926392931, 124.97532567830004]",75.01737717537722,125.41797496213697
53,"[133.13860029320003, 125.1681649569]",74.9424615578861,125.36305067749633
54,"[133.14976710210004, 125.36100672839997]",74.89572600249697,125.27809071293683
55,"[133.2206122745, 125.5265425125]",74.88163870064488,125.25877910017967
56,"[133.28985698539998, 125.66957177749998]",74.89612540994344,125.24930934053911
57,"[133.36260550650002, 125.81062631629997]",74.90017137513166,125.24406242084297
58,"[133.41558723510002, 125.94618262009998]",74.91725142394606,125.40640396070336
59,"[133.43403634870003, 126.13998112309999]",74.87204482600548,125.32988185326607
60,"[133.4701662844, 126.29862194980002]",74.86340471361663,125.28591640434895
