|X_Positions|Y_Positions
57|[76.52965616]|[190.616165]
58|[77.15649606]|[191.97890919]
59|[77.77929299]|[193.34350583]
60|[78.3950015]|[194.71131541]
61|[79.00679804]|[196.0808792]
62|[79.61731251]|[197.45101499]
63|[80.22374618]|[198.82296186]
64|[80.82751084]|[200.19608539]
65|[81.43674287]|[201.5667919]
66|[82.05653104]|[202.93275772]
67|[82.68832018]|[204.29321444]
68|[83.33346936]|[205.64738671]
69|[83.98371166]|[206.99912076]
70|[84.63673251]|[208.34951469]
71|[85.28879479]|[209.70037175]
72|[85.93508183]|[211.05400134]
73|[86.57465918]|[212.41081408]
74|[87.2149179]|[213.76730542]
75|[87.85896243]|[215.12200341]
76|[88.51218094]|[216.47230174]
77|[89.17130598]|[217.81972676]
78|[89.83615611]|[219.16433611]
79|[90.51059375]|[220.50416217]
80|[91.19966825]|[221.8365196]
81|[91.89954264]|[223.16323579]
82|[92.60517789]|[224.48689696]
83|[93.3179885]|[225.80670795]
84|[94.04581632]|[227.11829731]
85|[94.77999465]|[228.42634249]
86|[95.51717076]|[229.73270055]
87|[96.26111817]|[231.03521437]
88|[97.02145322]|[232.32823046]
89|[97.79795122]|[233.61160525]
90|[98.61329624]|[234.87065747]
91|[99.46859609]|[236.10291644]
92|[100.38191545]|[237.29281045]
93|[101.34116677]|[238.44599599]
94|[102.36502062]|[239.5422274]
95|[103.4825879]|[240.54274895]
96|[104.66741135]|[241.46263666]
97|[105.8867221]|[242.33629637]
98|[107.18587782]|[243.08609262]
99|[108.53696142]|[243.73768536]
100|[109.91461822]|[244.33103328]
101|[111.31987877]|[244.85566914]
102|[112.74757029]|[245.31577447]
103|[114.20022713]|[244.68965697]
104|[115.70022706]|[244.6901081]
105|[115.70022706]|[244.6901081]
106|[117.18030945]|[244.93373917]
107|[118.66553456]|[245.1437544]
108|[118.66553456]|[244.1437544]
109|[120.12942609]|[243.81661289]
110|[120.12942609]|[243.81661289]
111|[121.58850544]|[244.16458911]
112|[123.05779554]|[244.46656029]
113|[124.54390888]|[244.67019513]
114|[124.54390888]|[244.67019513]
115|[126.04327564]|[244.62661388]
116|[127.53874307]|[244.51009274]
117|[127.53874307]|[244.51009274]
118|[128.98060443]|[244.09652798]
119|[130.40061735]|[243.61324411]
120|[131.80056136]|[243.0745821]
121|[131.80056136]|[243.0745821]
122|[133.08356925]|[242.29747802]
123|[134.32331167]|[241.45306181]
124|[134.32331167]|[241.45306181]
125|[135.49261025]|[240.51351892]
126|[136.61990594]|[239.52397133]
127|[136.61990594]|[239.52397133]
128|[137.63020495]|[238.41523516]
129|[138.61497816]|[237.28376632]
130|[138.61497816]|[237.28376632]
131|[139.55512025]|[236.11494946]
132|[140.44821838]|[234.90980394]
133|[140.44821838]|[234.90980394]
134|[141.24844847]|[233.64109129]
135|[142.03406554]|[232.36327838]
136|[142.03406554]|[232.36327838]
137|[142.72268454]|[231.03068547]
138|[143.41507713]|[229.70004934]
139|[143.41507713]|[229.70004934]
140|[143.95910045]|[228.30218002]
141|[144.50312417]|[226.90431086]
142|[145.04525962]|[225.50570829]
143|[145.04525962]|[225.50570829]
144|[145.58612613]|[224.1066145]
145|[146.1269989]|[222.70752314]
146|[146.1269989]|[222.70752314]
147|[146.66789238]|[221.30843978]
148|[147.20878902]|[219.90935764]
149|[147.20878902]|[219.90935764]
150|[147.7497061]|[218.51028341]
151|[148.29062673]|[217.11121055]
152|[148.83154959]|[215.71213855]
153|[149.37248236]|[214.31307038]
154|[149.91343274]|[212.91400902]
155|[150.45440297]|[211.51495534]
156|[150.99539874]|[210.11591153]
157|[151.53642167]|[208.71687823]
158|[152.0774725]|[207.31785571]
159|[152.61855216]|[205.91884434]
160|[153.15966261]|[204.51984489]
161|[153.70080416]|[203.12085746]
162|[154.24197978]|[201.72188321]
163|[154.78318985]|[200.32292229]
164|[155.32443925]|[198.92397658]
165|[155.86572423]|[197.52504464]
166|[156.40704432]|[196.12612629]
167|[156.94840211]|[194.72722253]
168|[157.48979404]|[193.32833197]
169|[158.03122062]|[191.92945483]
170|[158.5726754]|[190.53058861]
171|[159.11416912]|[189.13173745]
172|[159.65569657]|[187.73289935]
173|[160.20409195]|[186.33673944]
174|[160.74991608]|[184.9395723]
175|[161.29470598]|[183.54200156]
176|[161.83909493]|[182.1442746]
177|[162.38334273]|[180.74649266]
178|[162.92754903]|[179.34869457]
179|[161.43509358]|[179.49895015]
180|[160.11778646]|[180.21637747]
181|[158.93454445]|[181.13829847]
182|[157.81642513]|[182.13820306]
183|[156.72696239]|[183.16925637]
184|[155.64555058]|[184.20875073]
185|[154.56688583]|[185.25109536]
186|[153.48855815]|[186.29378872]
187|[152.40865559]|[187.33485089]
188|[151.32646532]|[188.37353478]
189|[150.23964238]|[189.40737031]
190|[149.15235216]|[190.44071438]
191|[148.06226658]|[191.47110918]
192|[146.96908479]|[192.49821851]
193|[145.87061494]|[193.51967041]
194|[144.76880263]|[194.53751599]
195|[143.66172437]|[195.54963146]
196|[142.55107524]|[196.55782713]
197|[141.44109408]|[197.56675816]
198|[140.33162805]|[198.57625563]
199|[139.22459832]|[199.58842418]
200|[138.1217295]|[200.6051249]
201|[137.02386729]|[201.62722988]
202|[135.92586487]|[202.64918422]
203|[134.8231991]|[203.66610515]
204|[133.71320766]|[204.67502488]
205|[132.59938235]|[205.67971049]
206|[131.48363184]|[206.68225765]
207|[130.36959694]|[207.68671085]
208|[129.26037191]|[208.69647312]
209|[128.15298156]|[209.70824711]
210|[127.04495186]|[210.71932089]
211|[125.93952123]|[211.73323564]
212|[124.8366413]|[212.74992432]
213|[123.73752655]|[213.77068225]
214|[122.64457871]|[214.79804052]
215|[121.55827023]|[215.83241661]
216|[120.47704214]|[216.87210205]
217|[119.39905712]|[217.91514965]
218|[118.31916253]|[218.9562201]
219|[117.23281711]|[219.99055739]
220|[116.14165581]|[221.01981295]
221|[115.0482032]|[222.04663396]
222|[113.95507423]|[223.0737995]
223|[112.85818362]|[224.0969471]
224|[111.75520103]|[225.1135244]
225|[110.64282462]|[226.11981397]
226|[109.52827236]|[227.12369309]
227|[108.40899749]|[228.12230401]
228|[107.28064763]|[229.11064939]
229|[106.14284419]|[230.08809674]
230|[104.99632401]|[231.05530483]
231|[103.83821859]|[232.00861057]
232|[102.66753167]|[232.94642298]
233|[101.49375431]|[233.88036447]
234|[100.31272829]|[234.80512257]
235|[99.12052235]|[235.71542198]
236|[97.92582865]|[236.62245392]
237|[96.72357932]|[237.51944699]
238|[95.49528123]|[238.38042538]
239|[94.2161725]|[239.16393087]
240|[92.89966429]|[239.88282317]
241|[91.56273418]|[240.56298335]
242|[90.21899691]|[241.22959431]
243|[88.86517026]|[241.87546843]
244|[87.47127734]|[242.42960066]
245|[86.04940414]|[242.90738367]
246|[84.61527551]|[243.34701428]
247|[83.17344016]|[243.76066974]
248|[81.72341898]|[244.14464705]
249|[80.26401387]|[244.49125447]
250|[78.8005587]|[244.82034255]
251|[77.32875376]|[245.109808]
252|[75.84953351]|[244.35862003]
253|[74.35113948]|[244.28922738]
254|[72.87116675]|[244.53352379]
255|[72.87116675]|[244.53352379]
256|[71.4151509]|[244.89410363]
257|[69.95556454]|[245.23994704]
258|[69.95556454]|[244.23994704]
259|[68.48660035]|[243.93639441]
260|[66.99273739]|[244.0719432]
261|[66.99273739]|[244.0719432]
262|[65.53777238]|[244.43674014]
263|[64.08133021]|[244.79559416]
264|[64.08133021]|[244.79559416]
265|[62.62596058]|[245.1587735]
266|[61.14424496]|[244.3922662]
267|[61.14424496]|[244.3922662]
268|[59.65609434]|[244.58043557]
269|[58.16802873]|[244.76927614]
270|[58.16802873]|[244.76927614]
271|[56.67380219]|[244.90075626]
272|[55.17730191]|[245.00316193]
273|[55.17730191]|[244.00316193]
274|[53.74175177]|[243.56819549]
275|[52.24207215]|[243.59919587]
276|[52.24207215]|[243.59919587]
277|[50.76964249]|[243.88546655]
278|[49.29352545]|[244.15207205]
279|[49.29352545]|[244.15207205]
280|[47.79801554]|[244.2680466]
281|[46.30093041]|[244.36151375]
282|[46.30093041]|[244.36151375]
283|[44.80116795]|[244.33481952]
284|[43.30152926]|[244.30189841]
285|[43.30152926]|[244.30189841]
286|[41.80737317]|[244.16961999]
287|[40.31739384]|[243.99652588]
288|[38.83860903]|[243.74513873]
289|[38.83860903]|[243.74513873]
290|[37.39785847]|[243.32772068]
291|[35.96942107]|[242.86993624]
292|[35.96942107]|[242.86993624]
293|[34.60625225]|[242.2440203]
294|[33.24482383]|[241.61432779]
295|[33.24482383]|[241.61432779]
296|[31.91724111]|[240.91609852]
297|[30.59109326]|[240.21514782]
298|[30.59109326]|[240.21514782]
299|[29.34855178]|[239.3748558]
300|[28.1181702]|[238.51685745]
301|[26.90348037]|[237.63678437]
302|[26.90348037]|[237.63678437]
303|[25.79992311]|[236.62083095]
304|[24.74079622]|[235.55863971]
305|[24.74079622]|[235.55863971]
306|[23.86417883]|[234.34145363]
307|[23.0524395]|[233.08007373]
308|[22.31828703]|[231.77201404]
309|[22.31828703]|[231.77201404]
310|[21.85752331]|[230.34453486]
311|[21.46827988]|[228.89591843]
312|[21.46827988]|[228.89591843]
313|[21.33029926]|[227.40227813]
314|[21.20442322]|[225.90756906]
315|[21.20442322]|[225.90756906]
316|[21.2279469]|[224.40775352]
317|[21.27020157]|[222.90834879]
318|[21.38373199]|[221.41265135]
319|[21.38373199]|[221.41265135]
320|[21.70387906]|[219.94721426]
321|[22.05536853]|[218.48897726]
322|[22.05536853]|[218.48897726]
323|[22.48274355]|[217.05114883]
324|[22.90951661]|[215.61314162]
325|[22.90951661]|[215.61314162]
326|[23.37442005]|[214.1870053]
327|[23.86434303]|[212.76926926]
328|[23.86434303]|[212.76926926]
329|[24.50388578]|[211.41244021]
330|[25.13744069]|[210.0528049]
331|[25.13744069]|[210.0528049]
332|[25.85129867]|[208.73356012]
333|[26.60074329]|[207.43420153]
334|[26.60074329]|[207.43420153]
335|[27.50564314]|[206.23789209]
336|[28.42606938]|[205.05348695]
337|[28.42606938]|[205.05348695]
338|[29.39064275]|[203.90474929]
339|[30.38623692]|[202.78279018]
340|[30.38623692]|[202.78279018]
341|[31.54221916]|[201.82691097]
342|[32.73637495]|[200.91917095]
343|[32.73637495]|[200.91917095]
344|[34.00558632]|[200.11973208]
345|[35.27152426]|[199.31511967]
346|[35.27152426]|[199.31511967]
347|[36.59036587]|[198.60051712]
348|[37.93184538]|[197.92937428]
349|[37.93184538]|[197.92937428]
350|[39.28036661]|[197.27249491]
351|[40.64691773]|[196.65399833]
352|[40.64691773]|[196.65399833]
353|[41.99991597]|[196.00639061]
354|[43.32696973]|[195.3071565]
355|[43.32696973]|[195.3071565]
356|[44.61957776]|[194.54612794]
357|[45.88377679]|[193.73878612]
358|[45.88377679]|[193.73878612]
359|[47.14978729]|[192.93428788]
360|[48.4368278]|[192.16388102]
361|[48.4368278]|[192.16388102]
362|[49.75760392]|[191.45286033]
363|[51.09385471]|[190.77136651]
364|[51.09385471]|[190.77136651]
365|[52.36684964]|[189.97796628]
366|[52.36684964]|[189.97796628]
367|[53.63892006]|[189.18308463]
368|[54.92751354]|[188.41527811]
369|[54.92751354]|[188.41527811]
370|[56.2745152]|[187.75528832]
371|[57.61601682]|[187.08418966]
372|[57.61601682]|[187.08418966]
373|[58.92907716]|[186.35901896]
374|[60.22481457]|[185.60333083]
375|[60.22481457]|[185.60333083]
376|[61.48106007]|[184.78366794]
377|[62.73598401]|[183.96198314]
378|[62.73598401]|[183.96198314]
379|[64.00892139]|[183.16849059]
380|[65.26435262]|[182.34758108]
381|[65.26435262]|[182.34758108]
382|[66.40900765]|[181.37816638]
383|[67.57516609]|[180.43472878]
384|[67.57516609]|[180.43472878]
385|[68.83545298]|[179.62129351]
386|[70.07783959]|[178.78077253]
387|[70.07783959]|[178.78077253]
388|[71.26532606]|[177.86432511]
389|[72.44386007]|[176.93639322]
390|[72.44386007]|[176.93639322]
391|[73.60482483]|[175.98657175]
392|[74.77477246]|[175.04783721]
393|[74.77477246]|[175.04783721]
394|[75.95077335]|[174.1166971]
395|[77.12677588]|[173.18555906]
396|[77.12677588]|[173.18555906]
397|[78.30278086]|[172.25442411]
398|[79.48241146]|[171.32788666]
399|[79.48241146]|[171.32788666]
400|[80.66450443]|[170.40449281]
401|[81.84659128]|[169.48109112]
402|[81.84659128]|[169.48109112]
403|[83.02865401]|[168.55765855]
404|[84.21194543]|[167.63580096]
405|[84.21194543]|[167.63580096]
406|[85.39605909]|[166.71499976]
407|[86.58016645]|[165.79419046]
408|[86.58016645]|[165.79419046]
409|[87.76426327]|[164.87336762]
410|[88.94835562]|[163.95253903]
411|[88.94835562]|[163.95253903]
412|[88.89262941]|[162.45357452]
413|[88.83686224]|[160.95461154]
414|[88.78102946]|[159.455651]
415|[88.72512138]|[157.95669327]
416|[88.66913619]|[156.45773841]
417|[88.61307445]|[154.95878642]
418|[88.55693764]|[153.45983723]
419|[88.50073513]|[151.96089051]
420|[88.44446323]|[150.46194639]
421|[88.38812351]|[148.96300482]
422|[88.34000207]|[147.46377691]
423|[88.2952372]|[145.96444502]
424|[88.25183005]|[144.46507321]
425|[88.20895295]|[142.96568615]
426|[88.16626192]|[141.46629378]
427|[88.12362687]|[139.96689982]
428|[88.08099534]|[138.46750576]
429|[88.0383432]|[136.96811228]
430|[87.99566563]|[135.46871953]
431|[87.95297216]|[133.96932723]
432|[87.91026339]|[132.46993537]
433|[87.86753688]|[130.97054401]
434|[87.82479541]|[129.47115308]
435|[87.79771382]|[127.97139757]
436|[87.79716858]|[126.47139767]
437|[87.82809591]|[124.97171654]
438|[87.89217766]|[123.47308599]
439|[87.98926293]|[121.97623113]
440|[88.11874427]|[120.48183005]
441|[88.28356463]|[118.9909128]
442|[88.48625897]|[117.5046709]
443|[88.5798381]|[116.00759276]
444|[88.63866136]|[114.5087466]
445|[88.69950084]|[113.00998092]
446|[88.78271103]|[111.51229067]
447|[88.89464417]|[110.01647285]
448|[89.04032512]|[108.52356392]
449|[89.22452033]|[107.03491617]
450|[89.44202964]|[105.55077005]
451|[89.68914457]|[104.07126533]
452|[89.9657226]|[102.59698429]
453|[90.28066591]|[101.13042004]
454|[90.63084629]|[99.67186812]
455|[91.02252809]|[98.22390908]
456|[91.45306964]|[96.78702566]
457|[91.92792354]|[95.36417157]
458|[92.44378092]|[93.95566485]
459|[92.99644213]|[92.56118803]
460|[93.59490118]|[91.18574383]
461|[94.23978142]|[89.83144347]
462|[95.52213655]|[89.05326269]
463|[96.94817703]|[88.58806537]
464|[98.41145504]|[88.25819043]
465|[99.43045316]|[87.15744394]
466|[100.15123372]|[85.8419686]
467|[100.7606521]|[84.47134493]
468|[101.35358679]|[83.09351023]
469|[101.97095526]|[81.72644909]
470|[102.57420939]|[80.35310119]
471|[103.34067411]|[79.06370915]
472|[104.06224499]|[77.74866715]
473|[104.80366333]|[76.44471207]
474|[105.5381204]|[75.13682339]
475|[106.20404581]|[73.79274625]
476|[106.87294326]|[72.45014571]
477|[107.6111561]|[71.14437322]
478|[108.45719986]|[69.90574092]
479|[109.41114417]|[68.74816145]
480|[110.47154573]|[67.68724273]
481|[110.47154573]|[67.68724273]
482|[111.65931325]|[66.77115958]
483|[111.65931325]|[66.77115958]
484|[112.86053353]|[65.87278892]
485|[114.1110324]|[65.04438529]
486|[115.43924515]|[64.34735525]
487|[116.77108152]|[63.65727418]
488|[118.15440563]|[63.07726176]
489|[119.64628032]|[62.92134538]
490|[119.64628032]|[62.92134538]
491|[121.13944369]|[63.0643948]
492|[121.13944369]|[63.0643948]
493|[122.63261159]|[63.20739705]
494|[124.1257816]|[63.35037712]
495|[124.1257816]|[63.35037712]
496|[124.1257816]|[63.35037712]
497|[125.61709055]|[63.51161491]
498|[125.61709055]|[63.51161491]
499|[127.10840509]|[63.67280097]
500|[128.5997217]|[63.83396786]
501|[130.09104054]|[63.99511414]
502|[131.58364054]|[64.14392686]
503|[133.07673958]|[64.28764621]
504|[134.57004058]|[64.42925175]
505|[136.06342379]|[64.5699877]
506|[137.55684184]|[64.71035331]
507|[139.05027457]|[64.8505628]
508|[140.54371281]|[64.99071345]
509|[142.03715372]|[65.13083572]
510|[143.53059651]|[65.27093794]
511|[145.02404062]|[65.4110261]
512|[146.5186665]|[65.53788623]
513|[148.01374683]|[65.6592732]
514|[149.50900986]|[65.77838857]
515|[151.00434825]|[65.89655419]
516|[152.49971791]|[66.01432331]
517|[153.99510058]|[66.13192721]
518|[155.49048884]|[66.2494599]
519|[156.98483331]|[66.379593]
520|[158.47871226]|[66.51496539]
521|[159.97048432]|[66.67186066]
522|[161.45920067]|[66.85550056]
523|[162.94381527]|[67.06978888]
524|[164.42390816]|[67.31335619]
525|[165.89917187]|[67.58464386]
526|[167.36896803]|[67.88414217]
527|[168.83286687]|[68.21125099]
528|[170.29010652]|[68.56685275]
529|[171.74018421]|[68.95061659]
530|[173.18186419]|[69.36481322]
531|[174.61373014]|[69.81175829]
532|[176.03397523]|[70.29435945]
533|[177.44125221]|[70.81356222]
534|[178.83573649]|[71.36620459]
535|[180.21769919]|[71.94945334]
536|[181.58662608]|[72.56267367]
537|[182.9404478]|[73.20855812]
538|[184.27618499]|[73.89105807]
539|[185.59172451]|[74.6117215]
540|[186.88541655]|[75.37090586]
541|[188.15630235]|[76.16768016]
542|[187.06146728]|[77.19302701]
543|[185.64020355]|[77.67261998]
544|[184.15760478]|[77.90043763]
545|[182.66257463]|[78.02244107]
546|[181.16461592]|[78.10066977]
547|[179.66582346]|[78.16084581]
548|[178.16675024]|[78.21356664]
549|[176.66757221]|[78.26321763]
550|[177.31142741]|[79.61800561]
551|[176.18078263]|[80.60372483]
552|[174.74002559]|[81.02112052]
553|[175.3228209]|[82.40327451]
554|[176.45415513]|[83.38820236]
555|[175.27651972]|[84.31727439]
556|[175.98314185]|[85.64040899]
557|[177.2010839]|[86.51597575]
558|[178.55688636]|[87.15769196]
559|[179.96401501]|[87.67729657]
560|[181.38523283]|[88.15702558]
561|[182.81476919]|[88.61136663]
562|[184.24277147]|[89.07050658]
563|[185.65407341]|[89.57866682]
564|[187.06453857]|[90.08914506]
565|[188.47322954]|[90.60449906]
566|[189.8761534]|[91.1353518]
567|[191.2781687]|[91.6685995]
568|[192.67843262]|[92.20642935]
569|[194.07292587]|[92.75904909]
570|[195.45755839]|[93.33593104]
571|[196.86329781]|[93.85928244]
572|[198.27163882]|[94.37559203]
573|[199.673926]|[94.90812434]
574|[201.07492967]|[95.44402425]
575|[202.45169516]|[96.03943738]
576|[203.81553163]|[96.66389721]
577|[205.17422174]|[97.29947661]
578|[206.53774689]|[97.92461595]
579|[207.90810905]|[98.53462213]
580|[209.27221376]|[99.15849579]
581|[210.62353329]|[99.8095991]
582|[211.95605998]|[100.49834624]
583|[213.27896463]|[101.20539878]
584|[214.60235437]|[101.91154295]
585|[215.93739457]|[102.59540526]
586|[217.29333956]|[103.23682025]
587|[218.65577704]|[103.86432652]
588|[220.01145406]|[104.50630768]
589|[221.35634816]|[105.17058162]
590|[222.69261207]|[105.85204971]
591|[224.03433105]|[106.52271369]
592|[225.3900983]|[107.16450429]
593|[226.76834295]|[107.75648544]
594|[228.16377724]|[108.3067246]
595|[229.57568555]|[108.81319763]
596|[230.98132962]|[109.33680507]
597|[232.36381608]|[109.91881123]
598|[233.71019371]|[110.58007312]
599|[235.0605967]|[111.23307525]
600|[235.0605967]|[111.23307525]
601|[236.36104308]|[111.98063074]
602|[236.36104308]|[111.98063074]
603|[237.85472018]|[112.11821239]
604|[237.85472018]|[112.11821239]
605|[239.32465644]|[112.41702236]
606|[239.32465644]|[112.41702236]
607|[239.32465644]|[112.41702236]
608|[239.32465644]|[112.41702236]
609|[239.32465644]|[112.41702236]
610|[239.32465644]|[112.41702236]
611|[240.75579747]|[112.86628325]
612|[240.75579747]|[112.86628325]
613|[240.75579747]|[112.86628325]
614|[240.75579747]|[112.86628325]
615|[241.92138836]|[113.81042195]
616|[241.92138836]|[113.81042195]
617|[242.99539863]|[114.85756183]
618|[242.99539863]|[114.85756183]
619|[242.99539863]|[114.85756183]
620|[243.56040562]|[116.24708229]
621|[244.07406316]|[117.65639273]
622|[244.07406316]|[117.65639273]
623|[244.6058496]|[119.05896294]
624|[245.07952528]|[120.4822097]
625|[244.55172928]|[121.90594542]
626|[244.55172928]|[121.90594542]
627|[245.22593154]|[123.24588993]
628|[244.22593154]|[123.24588993]
629|[243.88675668]|[124.7070403]
630|[243.88675668]|[124.7070403]
631|[243.90636462]|[126.20691214]
632|[243.90636462]|[126.20691214]
633|[243.86750831]|[127.70640879]
634|[243.86750831]|[127.70640879]
635|[243.86750831]|[127.70640879]
636|[243.86750831]|[127.70640879]
637|[243.70435375]|[129.19750925]
638|[243.62709612]|[130.69551835]
639|[243.49583142]|[132.18976383]
640|[243.2311685]|[133.66623041]
641|[242.76254912]|[135.09115001]
642|[242.76254912]|[135.09115001]
643|[242.01937777]|[136.39410678]
644|[241.18635522]|[137.6415335]
645|[241.18635522]|[137.6415335]
646|[239.96640816]|[138.51430448]
647|[239.96640816]|[138.51430448]
648|[238.57652842]|[139.07842707]
649|[237.24584146]|[139.77072197]
650|[237.24584146]|[139.77072197]
651|[235.8090432]|[140.20154764]
652|[235.8090432]|[140.20154764]
653|[234.32443784]|[139.98719531]
654|[234.32443784]|[139.98719531]
655|[232.98910284]|[139.30390882]
656|[232.98910284]|[139.30390882]
657|[231.65379866]|[138.62056208]
658|[231.65379866]|[138.62056208]
659|[230.3185124]|[137.93718036]
660|[230.3185124]|[137.93718036]
661|[228.98326483]|[137.25372301]
662|[228.98326483]|[137.25372301]
663|[227.64805803]|[136.57018604]
664|[227.64805803]|[136.57018604]
665|[226.31289278]|[135.8865679]
666|[224.97774199]|[135.20292153]
667|[224.97774199]|[135.20292153]
668|[223.64266144]|[134.51913798]
669|[222.30430705]|[133.84178467]
670|[220.96464375]|[133.16702378]
671|[219.62446842]|[132.49328046]
672|[218.28410414]|[131.81991309]
673|[216.94368464]|[131.14665567]
674|[215.60326175]|[130.47340498]
675|[214.26285635]|[129.80011949]
676|[212.92248643]|[129.12676336]
677|[211.5821539]|[128.45333279]
678|[210.2418573]|[127.77983074]
679|[208.90159644]|[127.10625756]
680|[207.56137426]|[126.43260743]
681|[206.22119047]|[125.75888093]
682|[204.88105092]|[125.08506642]
683|[203.54095087]|[124.41117336]
684|[202.20088639]|[123.73720956]
685|[200.86085814]|[123.06317374]
686|[199.52086998]|[122.38905822]
687|[199.37633958]|[123.88207897]
688|[197.91379142]|[124.21517486]
689|[197.87566554]|[125.71469026]
690|[198.50389659]|[127.07679369]
691|[199.30297775]|[128.34623029]
692|[200.18485332]|[129.55961213]
693|[201.1020094]|[130.74655135]
694|[202.0441425]|[131.91376394]
695|[203.01027842]|[133.06118774]
696|[203.99857575]|[134.18957969]
697|[204.99633395]|[135.30961477]
698|[205.98236264]|[136.43998967]
699|[206.94553165]|[137.58990509]
700|[207.90512046]|[138.74280981]
701|[208.84533517]|[139.91156826]
702|[209.79976425]|[141.06874808]
703|[210.71492014]|[142.25723017]
704|[211.60598771]|[143.46387784]
705|[212.48058554]|[144.68251587]
706|[213.35810535]|[145.89905151]
707|[214.24599736]|[147.10803777]
708|[215.15462249]|[148.30152023]
709|[216.07693782]|[149.4844549]
710|[216.98885941]|[150.67542048]
711|[217.86954545]|[151.88966596]
712|[218.70657477]|[153.13440767]
713|[219.54471734]|[154.37840004]
714|[220.38590637]|[155.62033443]
715|[221.22263306]|[156.86527959]
716|[222.05554453]|[158.11278049]
717|[222.87483562]|[159.36926849]
718|[223.67310501]|[160.63921572]
719|[224.42717889]|[161.93589324]
720|[225.13924416]|[163.25610651]
721|[225.8025579]|[164.60147444]
722|[226.42691319]|[165.96535877]
723|[227.06335688]|[167.32364425]
724|[227.75273136]|[168.65584649]
725|[228.51758921]|[169.94619236]
726|[229.334004]|[171.20455117]
727|[230.18378177]|[172.44062469]
728|[230.18378177]|[172.44062469]
729|[230.89596877]|[173.76077229]
730|[230.89596877]|[173.76077229]
731|[230.89596877]|[173.76077229]
732|[231.50911486]|[175.12973243]
733|[231.50911486]|[175.12973243]
734|[231.50911486]|[175.12973243]
735|[232.01224827]|[176.54283426]
736|[232.01224827]|[176.54283426]
737|[232.49569442]|[177.96279194]
738|[232.96360798]|[179.38794347]
739|[232.96360798]|[179.38794347]
740|[233.35519094]|[180.83592924]
741|[233.75115457]|[182.28272322]
742|[233.75115457]|[182.28272322]
743|[234.21638465]|[183.70875301]
744|[234.21638465]|[183.70875301]
745|[234.21638465]|[183.70875301]
746|[234.21638465]|[183.70875301]
747|[234.86312666]|[185.06216528]
748|[235.47288987]|[186.43263558]
749|[235.47288987]|[186.43263558]
750|[235.876609]|[187.87728462]
751|[235.876609]|[187.87728462]
752|[236.43369541]|[189.2699995]
753|[237.00278785]|[190.65785172]
754|[237.00278785]|[190.65785172]
755|[237.37014004]|[192.11217369]
756|[237.37014004]|[192.11217369]
757|[238.08261767]|[193.43216445]
758|[238.77309828]|[194.76379373]
759|[238.77309828]|[194.76379373]
760|[238.77309828]|[194.76379373]
761|[239.17827033]|[196.20803596]
762|[239.17827033]|[196.20803596]
763|[239.31535797]|[197.70175848]
764|[239.43155779]|[199.19725091]
765|[239.43155779]|[199.19725091]
766|[239.6280468]|[200.68432591]
767|[239.76044004]|[202.17847183]
768|[239.76044004]|[202.17847183]
769|[239.52350455]|[203.65964082]
770|[239.52350455]|[203.65964082]
771|[238.91817619]|[205.03207573]
772|[238.24536889]|[206.37272122]
773|[238.24536889]|[206.37272122]
774|[237.53474204]|[207.69370929]
775|[237.53474204]|[207.69370929]
