|X_Positions|Y_Positions
163|[143.14413089]|[146.13038617]
164|[141.99417639]|[145.16726383]
165|[140.8442123]|[144.20415294]
166|[139.69423662]|[143.24105589]
167|[138.54425717]|[142.27796333]
168|[137.39427359]|[141.31487571]
169|[136.24428169]|[140.35179803]
170|[137.72246414]|[140.6067032]
171|[139.1146553]|[141.16509711]
172|[140.45362073]|[141.84124176]
173|[141.76783557]|[142.56431807]
174|[143.07140014]|[143.30642279]
175|[144.37050549]|[144.0563063]
176|[145.66776109]|[144.80938526]
177|[146.96424766]|[145.5637874]
178|[148.26041586]|[146.31873639]
179|[149.55645106]|[147.0739137]
180|[150.85242688]|[147.8291929]
181|[152.14837262]|[148.58452372]
182|[153.44429655]|[149.33989194]
183|[154.74019857]|[150.09529777]
184|[156.03608]|[150.8507389]
185|[157.33193463]|[151.60622602]
186|[156.39353566]|[150.43600922]
187|[155.29252252]|[149.41729922]
188|[154.13189132]|[148.46707018]
189|[152.94809265]|[147.54586406]
190|[151.75502032]|[146.63670048]
191|[150.55819021]|[145.7324894]
192|[149.35982754]|[144.83031042]
193|[148.16083481]|[143.92896895]
194|[146.96158356]|[143.02797148]
195|[145.76222396]|[142.12711826]
196|[144.56281948]|[141.22632478]
197|[143.36339547]|[140.32555729]
198|[142.16396038]|[139.42480457]
199|[140.96451958]|[138.52405945]
200|[139.7650769]|[137.62331684]
201|[138.56563087]|[136.72257869]
202|[137.3661777]|[135.82185005]
203|[138.73504736]|[136.4351981]
204|[140.0424762]|[137.17047345]
205|[141.32153761]|[137.95405619]
206|[142.58842915]|[138.75716629]
207|[143.85023452]|[139.5682441]
208|[145.10993431]|[140.38258828]
209|[146.36876415]|[141.19827659]
210|[147.62723343]|[142.01452109]
211|[148.88555102]|[142.83099939]
212|[150.14380467]|[143.64757625]
213|[151.40203045]|[144.46419604]
214|[152.66024299]|[145.28083623]
215|[153.91844818]|[146.09748776]
216|[155.17664493]|[146.91415226]
217|[156.43482866]|[147.73083685]
218|[157.69299696]|[148.5475452]
219|[156.57006136]|[147.55305254]
220|[155.38873793]|[146.6286744]
221|[154.18478954]|[145.73396312]
222|[152.9717989]|[144.85154956]
223|[151.75514158]|[143.97419844]
224|[150.53698722]|[143.09892709]
225|[149.31821997]|[142.22450934]
226|[148.09920166]|[141.35044163]
227|[146.8800805]|[140.47651737]
228|[145.66091722]|[139.60265189]
229|[144.44173667]|[138.7288105]
230|[143.22254904]|[137.85497897]
231|[142.00335727]|[136.98115323]
232|[140.78416381]|[136.10732985]
233|[139.56496964]|[135.23350745]
234|[138.34577315]|[134.3596883]
235|[137.12657527]|[133.48587108]
236|[138.41893318]|[134.24732432]
237|[139.68252366]|[135.05561826]
238|[140.93382029]|[135.88281639]
239|[142.1799878]|[136.71772149]
240|[143.42403561]|[137.55578178]
241|[144.66720865]|[138.39513915]
242|[145.91002021]|[139.23503166]
243|[147.15268308]|[140.07514415]
244|[148.39528582]|[140.91534557]
245|[149.63786219]|[141.75558599]
246|[150.8804277]|[142.59584247]
247|[152.12298874]|[143.43610557]
248|[153.36554637]|[144.2763737]
249|[154.60810259]|[145.11664391]
250|[155.85065683]|[145.95691706]
251|[157.09320528]|[146.79719878]
252|[158.33574449]|[147.63749414]
253|[159.57827039]|[148.47780919]
254|[158.38599856]|[147.56759609]
255|[157.17269946]|[146.68560671]
256|[155.95098941]|[145.81530529]
257|[154.72586815]|[144.94981242]
258|[153.49935577]|[144.08629208]
259|[152.27227466]|[143.22358011]
260|[151.04496035]|[142.36119993]
261|[149.8175487]|[141.49895828]
262|[148.59009721]|[140.63677336]
263|[147.36262945]|[139.7746116]
264|[146.13515502]|[138.91245934]
265|[144.90767786]|[138.05031097]
266|[143.68019958]|[137.18816419]
267|[142.45272083]|[136.32601806]
268|[141.22524191]|[135.46387221]
269|[139.9977629]|[134.60172646]
270|[138.77028266]|[133.73958247]
271|[137.54280292]|[132.87743777]
272|[136.3153265]|[132.01528834]
273|[135.0878503]|[131.15313859]
274|[136.34239064]|[131.97540895]
275|[137.58599785]|[132.81412291]
276|[138.82506768]|[133.65952575]
277|[140.06226436]|[134.50766747]
278|[141.29869127]|[135.35693096]
279|[142.53480243]|[136.20665399]
280|[143.77078315]|[137.05656672]
281|[145.00670969]|[137.90655824]
282|[146.24261396]|[138.75658214]
283|[147.47850866]|[139.60661995]
284|[148.71439943]|[140.45666349]
285|[149.95028793]|[141.30671032]
286|[151.18617551]|[142.15675849]
287|[152.4220627]|[143.00680722]
288|[153.65794798]|[143.85685874]
289|[154.89383246]|[144.70691142]
290|[156.12971661]|[145.55696457]
291|[157.36559981]|[146.40701911]
292|[158.60148099]|[147.25707659]
293|[159.83735496]|[148.10714453]
294|[161.07321472]|[148.95723316]
295|[162.3090486]|[149.80735939]
296|[161.08965422]|[148.9338164]
297|[159.86348156]|[148.06981374]
298|[158.63455725]|[147.20972941]
299|[157.40450786]|[146.3512549]
300|[156.17399989]|[145.49343782]
301|[154.94330392]|[144.6358905]
302|[153.71253142]|[143.778453]
303|[152.48172786]|[142.92106009]
304|[151.25091124]|[142.06368593]
305|[150.02008926]|[141.20631947]
306|[148.78926509]|[140.34895615]
307|[147.55843951]|[139.49159486]
308|[146.32761335]|[138.63423439]
309|[145.09678695]|[137.77687427]
310|[143.86596046]|[136.91951428]
311|[142.63513393]|[136.06215435]
312|[141.40430738]|[135.20479445]
313|[140.17348083]|[134.34743455]
314|[138.94265427]|[133.49007466]
315|[137.71182771]|[132.63271477]
316|[136.48100134]|[131.77535461]
317|[135.25017854]|[130.91798931]
318|[134.01936024]|[130.06061758]
319|[132.78854386]|[129.20324306]
320|[134.02760312]|[130.0486614]
321|[135.26331241]|[130.89896872]
322|[136.49765409]|[131.75126011]
323|[137.73143668]|[132.60436065]
324|[138.96498905]|[133.45779404]
325|[140.19844563]|[134.31136587]
326|[141.43186354]|[135.16499358]
327|[142.6652652]|[136.01864476]
328|[143.89866065]|[136.87230492]
329|[145.13205354]|[137.72596877]
330|[146.36544538]|[138.57963414]
331|[147.59883679]|[139.43330013]
332|[148.83222803]|[140.28696638]
333|[150.06561919]|[141.14063273]
334|[151.29901032]|[141.99429913]
335|[152.53240144]|[142.84796555]
336|[153.76579255]|[143.70163197]
337|[154.99918366]|[144.5552984]
338|[156.232573]|[145.40896739]
339|[157.4659616]|[146.26263743]
340|[158.69934991]|[147.11630792]
341|[159.93273644]|[147.96998096]
342|[161.16611797]|[148.82366123]
343|[162.39948569]|[149.67736144]
344|[163.63283768]|[150.5310844]
345|[164.86616231]|[151.38484687]
346|[163.63734364]|[150.52461162]
347|[162.40667101]|[149.66703079]
348|[161.175239]|[148.81054075]
349|[159.9434975]|[147.95449583]
350|[158.71163027]|[147.09863187]
351|[157.4797118]|[146.24284166]
352|[156.24777138]|[145.38708306]
353|[155.01582062]|[144.53133933]
354|[153.78386635]|[143.67560066]
355|[152.55191141]|[142.81986295]
356|[151.31995677]|[141.96412481]
357|[150.08800225]|[141.10838648]
358|[148.856047]|[140.25264923]
359|[147.62409144]|[139.39691241]
360|[146.39213576]|[138.54117577]
361|[145.16018003]|[137.6854392]
362|[143.92822285]|[136.82970472]
363|[142.69626507]|[135.97397109]
364|[141.46430706]|[135.11823781]
365|[140.23234894]|[134.26250467]
366|[139.00039079]|[133.40677159]
367|[137.76843261]|[132.55103854]
368|[136.53647443]|[131.69530549]
369|[135.30451625]|[130.83957246]
370|[134.07255917]|[129.98383782]
371|[132.84060436]|[129.12809993]
372|[131.60865394]|[128.27235572]
373|[130.3767057]|[127.41660836]
374|[131.61062561]|[128.26951026]
375|[132.84374965]|[129.12356243]
376|[134.07655833]|[129.97806975]
377|[135.30924313]|[130.83275576]
378|[136.54187967]|[131.68751137]
379|[137.77449623]|[132.5422958]
380|[139.00710402]|[133.39709287]
381|[140.23970779]|[134.25189575]
382|[141.47230968]|[135.10670133]
383|[142.7049112]|[135.96150745]
384|[143.93751257]|[136.81631378]
385|[145.17011458]|[137.67111918]
386|[146.40271686]|[138.5259242]
387|[147.63531925]|[139.38072906]
388|[148.86792169]|[140.23553385]
389|[150.10052414]|[141.09033862]
390|[151.3331266]|[141.94514338]
391|[152.56572906]|[142.79994813]
392|[153.79833153]|[143.65475288]
393|[155.03093399]|[144.50955764]
394|[156.26353646]|[145.36436239]
395|[157.49613892]|[146.21916714]
396|[158.72874139]|[147.07397189]
397|[159.96134386]|[147.92877664]
398|[161.19394632]|[148.78358139]
399|[162.42654724]|[149.63838837]
400|[163.65914095]|[150.49320574]
401|[164.89172156]|[151.34804202]
402|[166.12427975]|[152.2029106]
403|[167.35680267]|[153.05783004]
404|[166.12510354]|[152.20172418]
405|[164.89305925]|[151.34611512]
406|[163.66086466]|[150.49072252]
407|[162.42860665]|[149.63542129]
408|[161.19632269]|[148.78015744]
409|[159.96402813]|[147.92490887]
410|[158.73172971]|[147.06966586]
411|[157.49942989]|[146.21442487]
412|[156.26713015]|[145.35918376]
413|[155.03483041]|[144.50394266]
414|[153.80253067]|[143.64870155]
415|[152.57023093]|[142.79346045]
416|[151.33793119]|[141.93821934]
417|[150.10563145]|[141.08297823]
418|[148.87333171]|[140.22773713]
419|[147.64103197]|[139.37249602]
420|[146.40873223]|[138.51725491]
421|[145.17643249]|[137.66201381]
422|[143.94413275]|[136.8067727]
423|[142.71183301]|[135.9515316]
424|[141.47953327]|[135.09629049]
425|[140.24723353]|[134.24104938]
426|[139.01493379]|[133.38580828]
427|[137.78263405]|[132.53056717]
428|[136.5503343]|[131.67532607]
429|[135.31803456]|[130.82008496]
430|[134.08573482]|[129.96484385]
431|[132.85343508]|[129.10960275]
432|[131.6211365]|[128.25435998]
433|[130.38884312]|[127.3991097]
434|[129.15655785]|[126.54384774]
435|[127.92427942]|[125.68857594]
436|[129.15679383]|[126.54350765]
437|[130.38922236]|[127.39856316]
438|[131.62162378]|[128.25365773]
439|[132.85401423]|[129.10876813]
440|[134.08639905]|[129.96388663]
441|[135.31878112]|[130.81900909]
442|[136.55116159]|[131.67413387]
443|[137.78354069]|[132.52926061]
444|[139.01591924]|[133.38438816]
445|[140.248298]|[134.23951539]
446|[141.48067653]|[135.09464296]
447|[142.71305467]|[135.94977109]
448|[143.94543264]|[136.80489946]
449|[145.17781055]|[137.66002793]
450|[146.41018843]|[138.51515643]
451|[147.6425663]|[139.37028495]
452|[148.87494416]|[140.22541348]
453|[150.10732203]|[141.08054201]
454|[151.33969989]|[141.93567054]
455|[152.57207775]|[142.79079908]
456|[153.80445561]|[143.64592761]
457|[155.03683347]|[144.50105614]
458|[156.26921133]|[145.35618467]
459|[157.50158919]|[146.21131321]
460|[158.73396706]|[147.06644174]
461|[159.96634492]|[147.92157027]
462|[161.19872278]|[148.7766988]
463|[162.43110064]|[149.63182734]
464|[163.66347683]|[150.48695828]
465|[164.89584851]|[151.34209571]
466|[166.12821152]|[152.19724566]
467|[167.36056201]|[153.05241363]
468|[168.59288841]|[153.90761633]
469|[169.82517969]|[154.76286962]
470|[171.05742858]|[155.61818398]
471|[172.29898669]|[156.45992828]
472|[173.55390056]|[157.28162845]
473|[174.82416124]|[158.07939899]
474|[176.11037613]|[158.85118345]
475|[177.41275015]|[159.59537556]
476|[178.73131451]|[160.31048957]
477|[180.06614028]|[160.99477033]
478|[181.41518859]|[161.65056652]
479|[182.77786292]|[162.27755829]
480|[184.15432539]|[162.8736716]
481|[185.54426058]|[163.43765756]
482|[186.94801483]|[163.96631056]
483|[188.36397774]|[164.46133485]
484|[189.79058487]|[164.92479151]
485|[191.22797316]|[165.35364455]
486|[192.67640598]|[165.74357064]
487|[194.13559129]|[166.09110226]
488|[195.60354049]|[166.39952593]
489|[197.07976248]|[166.66554969]
490|[198.56063095]|[166.42674317]
491|[200.06057649]|[166.4395249]
492|[201.55733689]|[166.53805565]
493|[203.0531629]|[166.64987942]
494|[204.5503997]|[166.7408848]
495|[206.04927514]|[166.79895717]
496|[207.54922085]|[166.8117197]
497|[209.04871752]|[166.77286463]
498|[210.54618221]|[166.68568953]
499|[212.03943634]|[166.54359061]
500|[213.52691599]|[166.35018872]
501|[214.91153125]|[165.77326534]
502|[216.35437948]|[165.36315682]
503|[217.68930876]|[164.67907802]
504|[219.10545931]|[164.1845908]
505|[220.39841967]|[163.42416098]
506|[221.78677905]|[162.85630691]
507|[223.1971082]|[162.34545303]
508|[224.60462084]|[161.82688947]
509|[225.86835738]|[161.0188239]
510|[227.0381946]|[160.07995178]
511|[228.32259717]|[159.30515501]
512|[229.46669224]|[158.33507951]
513|[230.54818858]|[157.2956731]
514|[231.5761141]|[156.20325875]
515|[232.64045169]|[155.14628879]
516|[233.6872929]|[154.0719874]
517|[234.74582497]|[153.00920338]
518|[235.76121172]|[151.9051247]
519|[236.81231318]|[150.83499119]
520|[237.78549823]|[149.69353999]
521|[237.78549823]|[149.69353999]
522|[238.52921079]|[148.39089206]
523|[239.28014401]|[147.09239319]
524|[239.28014401]|[147.09239319]
525|[239.81211213]|[145.68989188]
526|[240.27650756]|[144.26359006]
527|[240.27650756]|[144.26359006]
528|[240.6323166]|[142.80640101]
529|[240.92423689]|[141.33508101]
530|[240.92423689]|[141.33508101]
531|[240.88141929]|[139.83569225]
532|[240.84576759]|[138.33611599]
533|[240.70857643]|[136.84240297]
534|[240.48131498]|[135.35971884]
535|[240.19705901]|[133.88689891]
536|[240.19705901]|[133.88689891]
537|[238.75013514]|[133.49141021]
538|[238.75013514]|[133.49141021]
539|[237.3032073]|[133.09593603]
540|[237.3032073]|[133.09593603]
541|[235.8562787]|[132.70046463]
542|[235.8562787]|[132.70046463]
543|[234.40934167]|[132.30502408]
544|[234.40934167]|[132.30502408]
545|[232.96239868]|[131.90960533]
546|[232.96239868]|[131.90960533]
547|[231.51544986]|[131.51420794]
548|[231.51544986]|[131.51420794]
549|[230.0684959]|[131.11882933]
550|[230.0684959]|[131.11882933]
551|[230.0684959]|[131.11882933]
552|[228.62153066]|[130.72349203]
553|[227.1745623]|[130.32816612]
554|[227.1745623]|[130.32816612]
555|[227.1745623]|[130.32816612]
556|[227.1745623]|[130.32816612]
557|[225.72757694]|[129.93290246]
558|[224.28058807]|[129.53765162]
559|[224.28058807]|[129.53765162]
560|[224.28058807]|[129.53765162]
561|[222.83357457]|[129.14249098]
562|[222.83357457]|[129.14249098]
563|[221.38654586]|[128.74738605]
564|[221.38654586]|[128.74738605]
565|[219.93950049]|[128.35234214]
566|[219.93950049]|[128.35234214]
567|[218.49243737]|[127.95736324]
568|[217.04536853]|[127.56240531]
569|[215.59829066]|[127.16748044]
570|[215.59829066]|[127.16748044]
571|[214.1511809]|[126.77267245]
572|[214.1511809]|[126.77267245]
573|[214.1511809]|[126.77267245]
574|[212.70402673]|[126.3780273]
575|[211.25686469]|[125.98341097]
576|[209.80969031]|[125.58883996]
577|[208.36250007]|[125.19432705]
578|[206.9152927]|[124.79987705]
579|[205.46806741]|[124.40549275]
580|[204.02082401]|[124.01117494]
581|[202.57356056]|[123.61693073]
582|[201.12627529]|[123.2227666]
583|[199.67896883]|[122.82868031]
584|[198.18153532]|[122.74097112]
585|[198.51504331]|[121.27851688]
586|[199.46470296]|[120.11741974]
587|[200.62235036]|[119.16355786]
588|[201.86526814]|[118.32382255]
589|[203.1415758]|[117.53576242]
590|[204.43693101]|[116.77941933]
591|[205.73517435]|[116.02804445]
592|[207.02011282]|[115.25413674]
593|[208.28245302]|[114.44389157]
594|[209.54893246]|[113.64013177]
595|[210.83754852]|[112.87236316]
596|[212.14831664]|[112.14305736]
597|[213.47474022]|[111.44262858]
598|[214.72193963]|[110.60926572]
599|[214.72193963]|[110.60926572]
600|[214.72193963]|[110.60926572]
601|[215.93568874]|[109.72789572]
602|[217.15767967]|[108.85798873]
603|[217.15767967]|[108.85798873]
604|[217.15767967]|[108.85798873]
605|[218.39523078]|[108.01036425]
606|[218.39523078]|[108.01036425]
607|[219.56415575]|[107.07035659]
608|[219.56415575]|[107.07035659]
609|[220.74368541]|[106.14369064]
610|[220.74368541]|[106.14369064]
611|[222.230284]|[105.94362906]
612|[223.70995684]|[105.69752281]
613|[223.70995684]|[105.69752281]
614|[225.13572822]|[105.2315014]
615|[225.13572822]|[105.2315014]
616|[225.13572822]|[105.2315014]
617|[226.48095117]|[104.56789366]
618|[226.48095117]|[104.56789366]
619|[226.48095117]|[104.56789366]
620|[227.7074033]|[103.70428775]
621|[227.7074033]|[103.70428775]
622|[229.10778739]|[103.16677087]
623|[229.10778739]|[103.16677087]
624|[230.48008149]|[102.56112335]
625|[231.83837417]|[101.92469505]
626|[233.16271955]|[101.22034477]
627|[234.43727029]|[100.42944629]
628|[235.70129338]|[99.62182903]
629|[236.92614769]|[98.75595841]
630|[238.08615483]|[97.80496765]
631|[239.15486576]|[96.75241981]
632|[240.0894554]|[95.57915846]
633|[240.0894554]|[95.57915846]
634|[240.56190324]|[94.15550364]
635|[240.56190324]|[94.15550364]
636|[240.68723623]|[92.66074894]
637|[240.70425025]|[91.16084543]
638|[240.70425025]|[91.16084543]
639|[240.32894761]|[89.70855485]
640|[239.8753717]|[88.27877553]
641|[239.8753717]|[88.27877553]
642|[239.01225677]|[87.05197783]
643|[238.06931191]|[85.88542093]
644|[238.06931191]|[85.88542093]
645|[237.23113245]|[84.64145341]
646|[235.76129101]|[84.34217738]
647|[235.76129101]|[84.34217738]
648|[235.08636644]|[83.00259654]
649|[234.31962296]|[81.71337025]
650|[233.52226008]|[80.44285365]
651|[232.04987917]|[80.15633233]
652|[232.04987917]|[80.15633233]
653|[230.62959235]|[80.63881067]
654|[229.20930911]|[81.12129954]
655|[229.20930911]|[81.12129954]
656|[227.78904153]|[81.6038345]
657|[227.78904153]|[81.6038345]
658|[227.78904153]|[81.6038345]
659|[227.78904153]|[81.6038345]
660|[226.36879481]|[82.08643089]
661|[224.94855173]|[82.56903795]
662|[224.94855173]|[82.56903795]
663|[224.94855173]|[82.56903795]
664|[223.5283344]|[83.0517208]
665|[222.10812224]|[83.53441888]
666|[222.10812224]|[83.53441888]
667|[222.10812224]|[83.53441888]
668|[220.68794505]|[84.0172198]
669|[220.68794505]|[84.0172198]
670|[219.26778851]|[84.5000815]
671|[219.26778851]|[84.5000815]
672|[219.26778851]|[84.5000815]
673|[217.84767648]|[84.98307406]
674|[217.84767648]|[84.98307406]
675|[216.4275927]|[85.46614968]
676|[216.4275927]|[85.46614968]
677|[216.4275927]|[85.46614968]
678|[215.00754986]|[85.94934565]
679|[213.58751681]|[86.43257038]
680|[212.16749803]|[86.91583704]
681|[210.7474977]|[87.39915789]
682|[209.32751704]|[87.88253657]
683|[209.32751704]|[87.88253657]
684|[207.90759619]|[88.36609087]
685|[206.4876891]|[88.84968561]
686|[205.06780084]|[89.33333562]
687|[203.64793419]|[89.81704906]
688|[202.2280901]|[90.30082872]
689|[200.8082683]|[90.78467378]
690|[199.38847113]|[91.26859114]
691|[197.96870024]|[91.75258557]
692|[196.54895504]|[92.23665536]
693|[195.12923357]|[92.72079477]
694|[193.70953783]|[93.20500958]
695|[192.2898667]|[93.68929657]
696|[190.87021834]|[94.17365031]
697|[189.45059039]|[94.65806384]
698|[188.03097925]|[95.14252666]
699|[186.61138868]|[95.62704972]
700|[185.19182007]|[96.11163714]
701|[183.77227446]|[96.59629193]
702|[182.35275176]|[97.08101381]
703|[182.47084653]|[95.58566983]
704|[183.17348893]|[94.26041752]
705|[184.07201416]|[93.05931286]
706|[185.03109546]|[91.90598591]
707|[186.01969138]|[90.77785555]
708|[187.02746913]|[89.66682719]
709|[188.04385359]|[88.56366691]
710|[189.05080664]|[87.45189105]
711|[190.0413121]|[86.3254369]
712|[191.03483684]|[85.20164485]
713|[192.0241271]|[84.07412332]
714|[192.99742051]|[82.93276451]
715|[193.97460618]|[81.79473632]
716|[194.97075763]|[80.67327197]
717|[195.96133698]|[79.5468828]
718|[196.93673144]|[78.40731901]
719|[197.88655145]|[77.24635305]
720|[198.83495978]|[76.08423359]
721|[199.77875717]|[74.91836632]
722|[200.72141603]|[73.75157831]
723|[201.67615151]|[72.59465127]
724|[202.63930716]|[71.44472467]
725|[203.61910656]|[70.30894602]
726|[204.62743443]|[69.19841691]
727|[205.64829519]|[68.09939767]
728|[206.67250305]|[67.00349701]
729|[207.68608693]|[65.89776299]
730|[208.67322141]|[64.76835362]
731|[209.6238134]|[63.60801967]
732|[210.53043486]|[62.41301443]
733|[211.38753399]|[61.18200627]
734|[212.19585427]|[59.91843264]
735|[212.97099026]|[58.63423476]
736|[213.74424183]|[57.34890134]
737|[213.74424183]|[57.34890134]
738|[214.6244149]|[56.13428396]
739|[214.6244149]|[56.13428396]
740|[214.6244149]|[56.13428396]
741|[215.59419208]|[54.98993602]
742|[215.59419208]|[54.98993602]
743|[216.46856384]|[53.77113578]
744|[216.46856384]|[53.77113578]
745|[217.21787968]|[52.47170291]
746|[217.21787968]|[52.47170291]
747|[218.4733019]|[51.65077962]
748|[218.4733019]|[51.65077962]
749|[218.4733019]|[51.65077962]
750|[219.34178186]|[50.42777408]
751|[219.34178186]|[50.42777408]
752|[220.64261326]|[49.68088876]
753|[220.64261326]|[49.68088876]
754|[221.86032193]|[48.80499745]
755|[221.86032193]|[48.80499745]
756|[222.79693878]|[47.63335379]
757|[222.79693878]|[47.63335379]
758|[223.6492504]|[46.39902607]
759|[223.6492504]|[46.39902607]
760|[224.51917611]|[45.17704847]
761|[225.3489922]|[43.92748645]
762|[225.3489922]|[43.92748645]
763|[225.3489922]|[43.92748645]
764|[225.94283158]|[42.55004142]
765|[225.94283158]|[42.55004142]
766|[226.35147064]|[41.10677633]
767|[226.35147064]|[41.10677633]
768|[226.56283784]|[39.62174303]
769|[226.56283784]|[39.62174303]
770|[226.56283784]|[39.62174303]
771|[227.05342778]|[38.20423765]
772|[227.57093965]|[36.79633798]
773|[227.57093965]|[36.79633798]
774|[227.9499878]|[35.34502048]
775|[227.9499878]|[35.34502048]
