|dog_x_positions|dog_y_positions
2251|[229.73740724]|[164.14373297]
2252|[229.56868699]|[165.63421392]
2253|[229.56868699]|[165.63421392]
2254|[229.14928883]|[167.07438932]
2255|[229.14928883]|[167.07438932]
2256|[229.14928883]|[167.07438932]
2257|[228.80486191]|[168.53431059]
2258|[228.36668756]|[169.96888482]
2259|[227.75178497]|[171.33705689]
2260|[227.07358431]|[172.6749821]
2261|[227.07358431]|[172.6749821]
2262|[226.03462327]|[173.75690629]
2263|[224.54149721]|[173.9003446]
2264|[224.54149721]|[173.9003446]
2265|[223.14202067]|[173.36046921]
2266|[223.14202067]|[173.36046921]
2267|[221.74101915]|[172.82456369]
2268|[221.74101915]|[172.82456369]
2269|[220.33819849]|[172.29343829]
2270|[220.33819849]|[172.29343829]
2271|[218.93363677]|[171.76693435]
2272|[218.93363677]|[171.76693435]
2273|[217.52630433]|[171.24788195]
2274|[217.52630433]|[171.24788195]
2275|[216.11577503]|[170.73758097]
2276|[216.11577503]|[170.73758097]
2277|[214.70213022]|[170.23597519]
2278|[214.70213022]|[170.23597519]
2279|[213.28626411]|[169.74067413]
2280|[213.28626411]|[169.74067413]
2281|[211.86780415]|[169.25285106]
2282|[211.86780415]|[169.25285106]
2283|[210.44625877]|[168.77409357]
2284|[209.02382773]|[168.29797391]
2285|[209.02382773]|[168.29797391]
2286|[207.59725873]|[167.83439986]
2287|[206.16970412]|[167.3738699]
2288|[204.74062384]|[166.91809633]
2289|[204.74062384]|[166.91809633]
2290|[203.30670251]|[166.47779006]
2291|[201.8714256]|[166.04192288]
2292|[200.43429504]|[165.61220697]
2293|[198.99517117]|[165.18921469]
2294|[197.55393258]|[164.77348482]
2295|[196.11058535]|[164.36513599]
2296|[194.66514423]|[163.96426197]
2297|[193.21769647]|[163.57069498]
2298|[191.76817272]|[163.18484408]
2299|[190.31651329]|[162.80710753]
2300|[188.86244966]|[162.43873416]
2301|[187.40584661]|[162.0805337]
2302|[185.94659056]|[161.73329921]
2303|[184.48467785]|[161.39742542]
2304|[184.5839634]|[162.89413594]
2305|[185.30708216]|[164.20832742]
2306|[186.24043676]|[165.38257151]
2307|[187.23136565]|[166.50865319]
2308|[188.23075534]|[167.62723275]
2309|[189.30396702]|[168.6751911]
2310|[190.38919617]|[169.71069952]
2311|[191.45532449]|[170.76586321]
2312|[192.51087028]|[171.83161322]
2313|[193.40452155]|[173.03634862]
2314|[194.24701887]|[174.27739587]
2315|[195.09571023]|[175.51421557]
2316|[195.91432585]|[176.77114376]
2317|[196.69943317]|[178.04926993]
2318|[197.61290899]|[179.23904382]
2319|[198.55140236]|[180.40918492]
2320|[199.52046424]|[181.55413867]
2321|[200.47333559]|[182.71260152]
2322|[201.37245412]|[183.91326212]
2323|[202.29352034]|[185.09716964]
2324|[203.05867843]|[186.3873375]
2325|[203.87146961]|[187.64803988]
2326|[204.64643622]|[188.93233998]
2327|[205.2200342]|[190.31833614]
2328|[205.2200342]|[190.31833614]
2329|[205.70240704]|[191.7386588]
2330|[206.1265428]|[193.17744608]
2331|[206.1265428]|[193.17744608]
2332|[206.20754569]|[194.67525733]
2333|[206.20754569]|[194.67525733]
2334|[206.06057686]|[196.16804002]
2335|[205.87115716]|[197.65603202]
2336|[205.87115716]|[197.65603202]
2337|[205.87115716]|[197.65603202]
2338|[205.5860205]|[199.1286817]
2339|[205.20386502]|[200.57918409]
2340|[204.81694525]|[202.02842289]
2341|[204.32577259]|[203.44572646]
2342|[204.32577259]|[203.44572646]
2343|[203.41181387]|[204.63512944]
2344|[202.39483798]|[205.73774454]
2345|[202.39483798]|[205.73774454]
2346|[201.35298413]|[206.81688334]
2347|[200.24605525]|[207.82916218]
2348|[200.24605525]|[207.82916218]
2349|[199.01014569]|[208.6791784]
2350|[197.72246099]|[209.44850804]
2351|[197.72246099]|[209.44850804]
2352|[196.25806163]|[209.77336882]
2353|[194.76810019]|[209.94661689]
2354|[194.76810019]|[209.94661689]
2355|[193.33854633]|[209.49233089]
2356|[193.33854633]|[209.49233089]
2357|[192.18932816]|[208.52833006]
2358|[192.18932816]|[208.52833006]
2359|[190.89042483]|[207.77809668]
2360|[189.69923073]|[206.86647361]
2361|[189.69923073]|[206.86647361]
2362|[189.69923073]|[206.86647361]
2363|[188.59400001]|[205.85234094]
2364|[187.48894673]|[204.83801494]
2365|[187.48894673]|[204.83801494]
2366|[186.38572968]|[203.82169209]
2367|[186.38572968]|[203.82169209]
2368|[185.28331019]|[202.80450417]
2369|[185.28331019]|[202.80450417]
2370|[184.1816236]|[201.78652251]
2371|[184.1816236]|[201.78652251]
2372|[183.08026832]|[200.76818241]
2373|[183.08026832]|[200.76818241]
2374|[183.08026832]|[200.76818241]
2375|[181.97968653]|[199.74900641]
2376|[180.87969521]|[198.72919315]
2377|[180.87969521]|[198.72919315]
2378|[179.77928562]|[197.70983122]
2379|[179.77928562]|[197.70983122]
2380|[179.77928562]|[197.70983122]
2381|[178.6796451]|[196.6896397]
2382|[178.6796451]|[196.6896397]
2383|[178.6796451]|[196.6896397]
2384|[177.58051725]|[195.66889587]
2385|[177.58051725]|[195.66889587]
2386|[176.4816681]|[194.64785202]
2387|[176.4816681]|[194.64785202]
2388|[175.38350471]|[193.62607065]
2389|[174.28555321]|[192.6040616]
2390|[173.188234]|[191.5813737]
2391|[173.188234]|[191.5813737]
2392|[173.188234]|[191.5813737]
2393|[172.09186941]|[190.55766246]
2394|[170.99581422]|[189.53361998]
2395|[169.90002551]|[188.50929234]
2396|[168.80474167]|[187.48442488]
2397|[167.70951012]|[186.45950154]
2398|[166.61470776]|[185.43411977]
2399|[165.519937]|[184.40870424]
2400|[166.47223725]|[183.24977187]
2401|[167.85870144]|[182.67730611]
2402|[169.32434827]|[182.35812064]
2403|[170.80225532]|[182.10162355]
2404|[170.80225532]|[182.10162355]
2405|[172.28253911]|[181.85921914]
2406|[173.75216659]|[181.55889419]
2407|[175.19860902]|[181.16164829]
2408|[176.60998478]|[180.65369313]
2409|[176.60998478]|[180.65369313]
2410|[177.88425001]|[179.86233472]
2411|[177.88425001]|[179.86233472]
2412|[177.88425001]|[179.86233472]
2413|[179.08526779]|[178.96369336]
2414|[180.24437879]|[178.01161055]
2415|[180.24437879]|[178.01161055]
2416|[181.15438546]|[176.81918115]
2417|[181.15438546]|[176.81918115]
2418|[181.74156581]|[175.43888436]
2419|[181.74156581]|[175.43888436]
2420|[182.40069582]|[174.09146177]
2421|[182.86499394]|[172.66512827]
2422|[182.86499394]|[172.66512827]
2423|[183.26637202]|[171.21982704]
2424|[183.63303118]|[169.7653302]
2425|[183.63303118]|[169.7653302]
2426|[184.10669796]|[168.34208048]
2427|[184.10669796]|[168.34208048]
2428|[184.52729823]|[166.90225569]
2429|[184.84220519]|[165.43568363]
2430|[184.84220519]|[165.43568363]
2431|[184.65632083]|[163.94724586]
2432|[184.3542741]|[162.47797128]
2433|[184.3542741]|[162.47797128]
2434|[183.62128167]|[161.16926119]
2435|[182.77513135]|[159.93070169]
2436|[182.77513135]|[159.93070169]
2437|[181.53611226]|[159.08522449]
2438|[181.53611226]|[159.08522449]
2439|[180.08579772]|[158.70235673]
2440|[178.82359832]|[157.89189224]
2441|[178.82359832]|[157.89189224]
2442|[177.39414506]|[157.43728982]
2443|[175.96447704]|[156.98336322]
2444|[175.96447704]|[156.98336322]
2445|[175.96447704]|[156.98336322]
2446|[174.53265811]|[156.53626753]
2447|[173.10063636]|[156.08982189]
2448|[173.10063636]|[156.08982189]
2449|[173.10063636]|[156.08982189]
2450|[171.6643516]|[155.65728738]
2451|[171.6643516]|[155.65728738]
2452|[170.22607249]|[155.23143154]
2453|[168.78684223]|[154.8088014]
2454|[168.78684223]|[154.8088014]
2455|[167.34370188]|[154.39972203]
2456|[167.34370188]|[154.39972203]
2457|[165.89789538]|[154.00016781]
2458|[164.45093601]|[153.604809]
2459|[163.00244055]|[153.21511565]
2460|[161.55186408]|[152.83324145]
2461|[160.09923455]|[152.45925291]
2462|[158.64425581]|[152.09451072]
2463|[157.18687705]|[151.73947953]
2464|[155.7268035]|[151.39569873]
2465|[154.2644018]|[151.06196039]
2466|[152.79971315]|[150.73840646]
2467|[151.33262822]|[150.42589754]
2468|[149.86301319]|[150.1255117]
2469|[148.39057565]|[149.83928154]
2470|[146.91548211]|[149.56707014]
2471|[145.43766068]|[149.31008022]
2472|[143.95701355]|[149.06990511]
2473|[142.47389827]|[148.84547458]
2474|[142.402785]|[150.34378793]
2475|[143.1800547]|[151.62669549]
2476|[144.25697557]|[152.67084176]
2477|[145.43273823]|[153.60228268]
2478|[146.6314489]|[154.50399923]
2479|[147.68642973]|[155.57030849]
2480|[148.6913636]|[156.68390981]
2481|[149.69655322]|[157.7972803]
2482|[150.72217923]|[158.89185386]
2483|[151.77945672]|[159.95588597]
2484|[152.86533517]|[160.99071348]
2485|[153.9754719]|[161.99947334]
2486|[155.08567682]|[163.00815814]
2487|[156.18145424]|[164.03249786]
2488|[157.25397985]|[165.08115834]
2489|[158.29740168]|[166.15878113]
2490|[159.30069494]|[167.27386078]
2491|[160.26009249]|[168.42692467]
2492|[161.16824454]|[169.62076715]
2493|[162.24896518]|[170.66098006]
2494|[163.28583205]|[171.74491137]
2495|[164.37394349]|[172.77739067]
2496|[165.3946078]|[173.87659236]
2497|[166.35429354]|[175.02941641]
2498|[167.41442162]|[176.09060841]
2499|[168.32345276]|[177.28378165]
2500|[168.32345276]|[177.28378165]
2501|[168.32345276]|[177.28378165]
2502|[169.3649774]|[178.36323819]
2503|[170.35508849]|[179.49003899]
2504|[171.25989361]|[180.68642007]
2505|[171.25989361]|[180.68642007]
2506|[171.25989361]|[180.68642007]
2507|[171.25989361]|[180.68642007]
2508|[171.80532021]|[182.08374245]
2509|[172.36801736]|[183.47419989]
2510|[172.36801736]|[183.47419989]
2511|[172.85071932]|[184.89441073]
2512|[172.85071932]|[184.89441073]
2513|[173.1210321]|[186.36985338]
2514|[173.38914937]|[187.84569657]
2515|[173.57414524]|[189.33424503]
2516|[173.71678646]|[190.82744746]
2517|[173.7686543]|[192.32655043]
2518|[173.7686543]|[192.32655043]
2519|[173.7686543]|[192.32655043]
2520|[173.25509332]|[193.73589607]
2521|[173.25509332]|[193.73589607]
2522|[172.37663599]|[194.95175491]
2523|[171.43491866]|[196.11930296]
2524|[171.43491866]|[196.11930296]
2525|[170.4146355]|[197.21885845]
2526|[170.4146355]|[197.21885845]
2527|[169.25425404]|[198.16939244]
2528|[168.03548786]|[199.04381169]
2529|[168.03548786]|[199.04381169]
2530|[166.55951686]|[199.31122449]
2531|[166.55951686]|[199.31122449]
2532|[165.06002132]|[199.35012343]
2533|[163.6725555]|[199.92015728]
2534|[163.6725555]|[199.92015728]
2535|[163.6725555]|[199.92015728]
2536|[162.34147399]|[200.61169327]
2537|[162.34147399]|[200.61169327]
2538|[161.43965779]|[199.41305757]
2539|[161.43965779]|[199.41305757]
2540|[160.33312141]|[198.4003497]
2541|[160.33312141]|[198.4003497]
2542|[159.29488971]|[197.3177256]
2543|[159.29488971]|[197.3177256]
2544|[159.29488971]|[197.3177256]
2545|[158.12490758]|[196.37903405]
2546|[156.95450937]|[195.44086135]
2547|[155.78345456]|[194.50350836]
2548|[155.78345456]|[194.50350836]
2549|[155.78345456]|[194.50350836]
2550|[154.60992361]|[193.56925726]
2551|[153.43628285]|[192.63514411]
2552|[153.43628285]|[192.63514411]
2553|[152.26145364]|[191.70252612]
2554|[152.26145364]|[191.70252612]
2555|[151.08471351]|[190.77232041]
2556|[151.08471351]|[190.77232041]
2557|[151.08471351]|[190.77232041]
2558|[149.90322209]|[189.84815699]
2559|[149.90322209]|[189.84815699]
2560|[148.71750722]|[188.92941858]
2561|[147.53082181]|[188.01193413]
2562|[146.34213585]|[187.09704305]
2563|[145.1512451]|[186.18502374]
2564|[143.95755476]|[185.27667173]
2565|[142.76086357]|[184.3722768]
2566|[141.56071217]|[183.47247869]
2567|[140.35649403]|[182.57813051]
2568|[139.14805098]|[181.68949932]
2569|[137.93565089]|[180.80627454]
2570|[136.71920543]|[179.92862971]
2571|[135.49905377]|[179.0561448]
2572|[134.7411866]|[180.35060892]
2573|[134.49139503]|[181.82966408]
2574|[134.49891167]|[183.32964525]
2575|[134.62800264]|[184.8240801]
2576|[134.79203004]|[186.3150848]
2577|[134.97527137]|[187.80385026]
2578|[135.18928384]|[189.28850465]
2579|[135.40746283]|[190.77255247]
2580|[135.59216079]|[192.26113793]
2581|[135.72034369]|[193.75565094]
2582|[136.15649305]|[195.19084213]
2583|[136.68336837]|[196.59526457]
2584|[137.22304645]|[197.9948172]
2585|[137.7546364]|[199.39746189]
2586|[138.02606902]|[200.87269893]
2587|[138.16773961]|[202.36599376]
2588|[138.16773961]|[202.36599376]
2589|[138.07068944]|[203.86285089]
2590|[138.07068944]|[203.86285089]
2591|[138.07068944]|[203.86285089]
2592|[137.97411938]|[205.35973907]
2593|[137.97411938]|[205.35973907]
2594|[138.18698759]|[206.84455796]
2595|[138.33724885]|[208.33701283]
2596|[138.33724885]|[208.33701283]
2597|[138.37746067]|[209.83647374]
2598|[138.35360169]|[211.33628398]
2599|[138.35360169]|[211.33628398]
2600|[138.2544328]|[212.83300223]
2601|[138.2544328]|[212.83300223]
2602|[138.15823344]|[214.32991428]
2603|[138.15823344]|[214.32991428]
2604|[137.82283086]|[215.79193518]
2605|[137.56446029]|[217.26951585]
2606|[137.56446029]|[217.26951585]
2607|[137.1690142]|[218.71645137]
2608|[137.1690142]|[218.71645137]
2609|[137.01942358]|[220.20897361]
2610|[137.01942358]|[220.20897361]
2611|[136.52733287]|[221.6259587]
2612|[135.9374792]|[223.00511519]
2613|[135.9374792]|[223.00511519]
2614|[134.87341518]|[224.06236056]
2615|[133.81726465]|[225.12751128]
2616|[133.81726465]|[225.12751128]
2617|[132.51688415]|[225.87518137]
2618|[131.17084293]|[226.53712777]
2619|[131.17084293]|[226.53712777]
2620|[131.17084293]|[226.53712777]
2621|[129.72422681]|[226.93374069]
2622|[128.27976415]|[227.33812616]
2623|[126.81944921]|[227.68088011]
2624|[125.36225898]|[228.03668433]
2625|[123.88547531]|[228.29957212]
2626|[123.88547531]|[228.29957212]
2627|[123.88547531]|[228.29957212]
2628|[122.40021009]|[228.08984079]
2629|[120.90807322]|[227.9364538]
2630|[120.90807322]|[227.9364538]
2631|[119.49283845]|[227.43935166]
2632|[118.06572639]|[226.97745215]
2633|[118.06572639]|[226.97745215]
2634|[116.81635722]|[226.14734572]
2635|[115.65283149]|[225.20066316]
2636|[115.65283149]|[225.20066316]
2637|[116.29391116]|[223.84455961]
2638|[116.29391116]|[223.84455961]
2639|[117.13672943]|[222.6037303]
2640|[117.13672943]|[222.6037303]
2641|[117.84343819]|[221.28064197]
2642|[117.84343819]|[221.28064197]
2643|[118.15623226]|[219.81361781]
2644|[118.32464719]|[218.32310233]
2645|[118.32464719]|[218.32310233]
2646|[117.66870469]|[216.97412514]
2647|[117.01277297]|[215.62514272]
2648|[117.01277297]|[215.62514272]
2649|[116.35717679]|[214.2759972]
2650|[116.35717679]|[214.2759972]
2651|[115.70132039]|[212.92697815]
2652|[115.70132039]|[212.92697815]
2653|[115.70132039]|[212.92697815]
2654|[115.04617907]|[211.57761169]
2655|[115.04617907]|[211.57761169]
2656|[114.39005982]|[210.22872047]
2657|[114.39005982]|[210.22872047]
2658|[113.73399507]|[208.87980274]
2659|[113.73399507]|[208.87980274]
2660|[113.07653685]|[207.53156363]
2661|[113.07653685]|[207.53156363]
2662|[113.07653685]|[207.53156363]
2663|[113.07653685]|[207.53156363]
2664|[112.41720869]|[206.18423799]
2665|[111.756694]|[204.83749364]
2666|[111.09416121]|[203.49174095]
2667|[110.42979549]|[202.14689219]
2668|[110.42979549]|[202.14689219]
2669|[109.76042103]|[200.80452941]
2670|[109.76042103]|[200.80452941]
2671|[109.08755161]|[199.46391509]
2672|[107.64071174]|[199.85971096]
2673|[106.51255104]|[200.84827226]
2674|[106.51255104]|[200.84827226]
2675|[105.59057842]|[202.03147406]
2676|[104.61008709]|[203.16665544]
2677|[104.61008709]|[203.16665544]
2678|[104.61008709]|[203.16665544]
2679|[103.402846]|[204.05691885]
2680|[102.19983789]|[204.95289401]
2681|[100.95480917]|[205.78949635]
2682|[99.68689636]|[206.59099315]
2683|[99.68689636]|[206.59099315]
2684|[99.68689636]|[206.59099315]
2685|[99.68689636]|[206.59099315]
2686|[98.25277189]|[207.0306373]
2687|[96.79862931]|[207.39869895]
2688|[96.79862931]|[207.39869895]
2689|[95.3193764]|[207.64731676]
2690|[93.82894907]|[207.81651013]
2691|[93.82894907]|[207.81651013]
2692|[92.33681449]|[207.96991931]
2693|[92.33681449]|[207.96991931]
2694|[90.84011359]|[208.06934978]
2695|[90.84011359]|[208.06934978]
2696|[89.34878796]|[207.90826635]
2697|[87.85658671]|[207.75550694]
2698|[87.85658671]|[207.75550694]
2699|[86.42356346]|[207.31228652]
2700|[85.58915482]|[206.06578653]
2701|[85.58915482]|[206.06578653]
2702|[85.37818274]|[204.58069704]
2703|[85.37818274]|[204.58069704]
2704|[85.37818274]|[204.58069704]
2705|[85.16900078]|[203.09535435]
2706|[85.16900078]|[203.09535435]
2707|[84.96206779]|[201.60969667]
2708|[84.96206779]|[201.60969667]
2709|[84.96206779]|[201.60969667]
2710|[84.75726949]|[200.12374322]
2711|[84.55287436]|[198.63773426]
2712|[84.55287436]|[198.63773426]
2713|[84.35071328]|[197.15141973]
2714|[84.35071328]|[197.15141973]
2715|[84.35071328]|[197.15141973]
2716|[84.15134985]|[195.66472735]
2717|[84.15134985]|[195.66472735]
2718|[83.95358582]|[194.17782137]
2719|[83.95358582]|[194.17782137]
2720|[83.75623623]|[192.69086033]
2721|[83.75623623]|[192.69086033]
2722|[83.56056796]|[191.20367711]
2723|[83.56056796]|[191.20367711]
2724|[83.36657963]|[189.71627383]
2725|[83.17222922]|[188.22891781]
2726|[83.17222922]|[188.22891781]
2727|[82.97684082]|[186.7416978]
2728|[82.97684082]|[186.7416978]
2729|[81.50314363]|[187.02137005]
2730|[80.02040102]|[187.24824969]
2731|[78.52688044]|[187.38752022]
2732|[78.52688044]|[187.38752022]
2733|[77.03018484]|[187.28801004]
2734|[77.03018484]|[187.28801004]
2735|[75.55972513]|[186.99178676]
2736|[74.10678266]|[186.61901581]
2737|[74.10678266]|[186.61901581]
2738|[74.10678266]|[186.61901581]
2739|[72.69317574]|[186.11730328]
2740|[71.2821726]|[185.60831395]
2741|[69.87288382]|[185.09459696]
2742|[69.87288382]|[185.09459696]
2743|[68.57730951]|[184.33862923]
2744|[67.30121109]|[183.55023032]
2745|[66.08902757]|[182.66670833]
2746|[64.98205055]|[181.65448214]
2747|[64.98205055]|[181.65448214]
2748|[64.19882765]|[180.37520035]
2749|[64.19882765]|[180.37520035]
2750|[63.42002433]|[179.09322321]
2751|[63.25903338]|[177.6018876]
2752|[63.36555794]|[176.10567487]
2753|[63.36555794]|[176.10567487]
2754|[63.66085666]|[174.63502921]
2755|[63.66085666]|[174.63502921]
2756|[63.96196039]|[173.16556109]
2757|[63.96196039]|[173.16556109]
2758|[64.27201641]|[171.69795581]
2759|[64.58546688]|[170.23107177]
2760|[64.58546688]|[170.23107177]
2761|[64.91595411]|[168.76793193]
2762|[65.25111599]|[167.30585583]
2763|[65.25111599]|[167.30585583]
2764|[65.60888796]|[165.84914748]
2765|[65.97325253]|[164.39407413]
2766|[66.34744604]|[162.94149737]
2767|[66.73260826]|[161.49179049]
2768|[67.13012122]|[160.04542143]
2769|[67.54038921]|[158.60261854]
2770|[67.96467685]|[157.16387603]
2771|[68.40270034]|[155.72925573]
2772|[68.85563628]|[154.29927355]
2773|[69.32506645]|[152.87462085]
2774|[69.81083917]|[151.45545741]
2775|[70.31368051]|[150.04225163]
2776|[70.83284084]|[148.634959]
2777|[71.3690529]|[147.23407477]
2778|[71.92326236]|[145.84021255]
2779|[72.49681924]|[144.45419938]
2780|[73.091046]|[143.07692143]
2781|[73.70732234]|[141.7093676]
2782|[74.34684995]|[140.35253141]
2783|[75.01203247]|[139.00808647]
2784|[75.70233209]|[137.67636336]
2785|[76.41764423]|[136.35790648]
2786|[77.50485265]|[137.39133663]
2787|[77.99142245]|[138.81022698]
2788|[78.23885937]|[140.28967788]
2789|[78.34437006]|[141.78596244]
2790|[78.4023234]|[143.28484249]
2791|[78.43553807]|[144.78447471]
2792|[78.47822281]|[146.28386726]
2793|[78.54928202]|[147.78218318]
2794|[78.63877825]|[149.27951094]
2795|[78.73411273]|[150.77647832]
2796|[78.8247513]|[152.27373736]
2797|[78.89064986]|[153.77228912]
2798|[78.97098202]|[155.27013649]
2799|[79.12257135]|[156.76245706]
2800|[79.2390734]|[158.25792598]
2801|[79.47873683]|[159.73865601]
2802|[79.73831431]|[161.21602514]
2803|[79.97416008]|[162.69736803]
2804|[80.1661684]|[164.18502821]
2805|[80.37192536]|[165.67084922]
2806|[80.5777567]|[167.15665993]
2807|[80.81759444]|[168.63736174]
2808|[81.04668515]|[170.11976433]
2809|[81.30868296]|[171.59670616]
2810|[81.4549739]|[173.08955543]
2811|[81.58636183]|[174.58379009]
2812|[81.70122871]|[176.07938549]
2813|[81.85824744]|[177.57114456]
2814|[82.08168072]|[179.0544104]
2815|[82.32246199]|[180.53495908]
2816|[82.54558782]|[182.01827121]
2817|[82.80405794]|[183.49583447]
2818|[83.15254869]|[184.95479101]
2819|[83.61057568]|[186.38315066]
2820|[83.61057568]|[186.38315066]
2821|[84.31532306]|[187.70728476]
2822|[85.092076]|[188.99050527]
2823|[85.91136433]|[190.24699508]
2824|[85.91136433]|[190.24699508]
2825|[86.89761391]|[191.37717726]
2826|[86.89761391]|[191.37717726]
2827|[88.06589146]|[192.31798945]
2828|[89.28207427]|[193.1959982]
2829|[90.56603062]|[193.97153421]
2830|[91.87527477]|[194.70357228]
2831|[93.23728027]|[195.33201561]
2832|[94.6687192]|[195.78032645]
2833|[94.6687192]|[195.78032645]
2834|[96.1619944]|[195.92220372]
2835|[96.1619944]|[195.92220372]
2836|[97.66197655]|[195.92952114]
2837|[99.15726694]|[195.81074964]
2838|[99.15726694]|[195.81074964]
2839|[100.47554853]|[195.0951145]
2840|[101.82664326]|[194.44354484]
2841|[101.82664326]|[194.44354484]
2842|[102.96461129]|[193.46628911]
2843|[102.96461129]|[193.46628911]
2844|[102.96461129]|[193.46628911]
2845|[103.34158453]|[192.01443127]
2846|[103.34158453]|[192.01443127]
2847|[103.34999217]|[190.51445484]
2848|[103.21989838]|[189.02010695]
2849|[103.21989838]|[189.02010695]
2850|[103.52966568]|[187.5524407]
2851|[103.52966568]|[187.5524407]
2852|[103.36799499]|[186.06117862]
2853|[103.36799499]|[186.06117862]
2854|[103.20931523]|[184.56959532]
2855|[103.20931523]|[184.56959532]
2856|[103.05288719]|[183.0777742]
2857|[103.05288719]|[183.0777742]
2858|[103.05288719]|[183.0777742]
2859|[102.90169656]|[181.58541319]
2860|[102.75191882]|[180.09290971]
2861|[102.75191882]|[180.09290971]
2862|[102.6074495]|[178.59988305]
2863|[102.6074495]|[178.59988305]
2864|[102.46698258]|[177.10647451]
2865|[102.32868546]|[175.61286348]
2866|[102.19366425]|[174.11895275]
2867|[102.06428564]|[172.62454278]
2868|[101.94133143]|[171.12959052]
2869|[101.82605556]|[169.63402659]
2870|[101.71835353]|[168.13789816]
2871|[101.61872342]|[166.64121053]
2872|[101.52715292]|[165.14400819]
2873|[101.44473758]|[163.646274]
2874|[101.37221694]|[162.14802811]
2875|[101.31042808]|[160.64930127]
2876|[101.25924833]|[159.15017465]
2877|[101.22003835]|[157.65068721]
2878|[101.19243006]|[156.1509413]
2879|[101.17505513]|[154.65104194]
2880|[102.63324079]|[155.00274433]
2881|[103.80753805]|[155.93603203]
2882|[104.79482063]|[157.06531194]
2883|[105.71495897]|[158.24994075]
2884|[106.65573786]|[159.41824512]
2885|[107.63946366]|[160.55062471]
2886|[108.65421128]|[161.65529085]
2887|[109.61215509]|[162.80956277]
2888|[110.63077136]|[163.91066262]
2889|[111.59850484]|[165.05673937]
2890|[112.56643943]|[166.20264627]
2891|[113.51526054]|[167.36442874]
2892|[114.48263255]|[168.51081061]
2893|[115.29674695]|[169.77065891]
2894|[116.07118526]|[171.05527765]
2895|[116.87430723]|[172.32216166]
2896|[117.86195219]|[173.45112465]
2897|[118.93397641]|[174.50029769]
2898|[120.06779357]|[175.48236626]
2899|[121.0992848]|[176.57141439]
2900|[121.0992848]|[176.57141439]
2901|[122.31841164]|[177.44533072]
2902|[122.31841164]|[177.44533072]
2903|[123.25432862]|[178.61753352]
2904|[123.25432862]|[178.61753352]
2905|[124.33583568]|[179.65692876]
2906|[124.33583568]|[179.65692876]
2907|[125.4501193]|[180.66110604]
2908|[126.55485982]|[181.67577268]
2909|[126.55485982]|[181.67577268]
2910|[127.78454733]|[182.53476548]
2911|[127.78454733]|[182.53476548]
2912|[129.01181884]|[183.39720657]
2913|[130.26788029]|[184.21715147]
2914|[131.59025221]|[184.92519986]
2915|[131.59025221]|[184.92519986]
2916|[133.08579739]|[185.04071869]
2917|[134.58168317]|[185.15174001]
2918|[134.58168317]|[185.15174001]
2919|[136.05541803]|[184.87226626]
2920|[136.05541803]|[184.87226626]
2921|[137.53457227]|[184.62306205]
2922|[138.99624775]|[184.28615733]
2923|[140.45734611]|[183.94675849]
2924|[141.89848986]|[183.53069997]
2925|[143.28335767]|[182.95438309]
2926|[144.56734676]|[182.17890129]
2927|[144.56734676]|[182.17890129]
2928|[144.56734676]|[182.17890129]
2929|[144.98036894]|[180.73688441]
2930|[144.98036894]|[180.73688441]
2931|[144.87270565]|[179.2407532]
2932|[144.77054898]|[177.7442359]
2933|[144.77054898]|[177.7442359]
2934|[143.73265479]|[176.66128823]
2935|[143.73265479]|[176.66128823]
2936|[142.95228448]|[175.38026436]
2937|[143.23003707]|[173.90620415]
2938|[143.23003707]|[173.90620415]
2939|[143.23003707]|[173.90620415]
2940|[143.45484263]|[172.42314567]
2941|[143.45484263]|[172.42314567]
2942|[142.715335]|[171.11810602]
2943|[141.9757836]|[169.81309118]
2944|[141.9757836]|[169.81309118]
2945|[141.23635392]|[168.50800737]
2946|[141.23635392]|[168.50800737]
2947|[141.23635392]|[168.50800737]
2948|[140.49867823]|[167.20193136]
2949|[140.49867823]|[167.20193136]
2950|[139.76237427]|[165.89508152]
2951|[139.02655002]|[164.58796153]
2952|[139.02655002]|[164.58796153]
2953|[138.2939048]|[163.27905704]
2954|[138.2939048]|[163.27905704]
2955|[137.56580933]|[161.96761623]
2956|[137.56580933]|[161.96761623]
2957|[136.84393296]|[160.6527419]
2958|[136.12432503]|[159.33662472]
2959|[136.12432503]|[159.33662472]
2960|[135.4135044]|[158.01574091]
2961|[134.70529815]|[156.69345353]
2962|[134.70529815]|[156.69345353]
2963|[134.70529815]|[156.69345353]
2964|[134.00964984]|[155.36451658]
2965|[133.31557335]|[154.03475802]
2966|[132.62348861]|[152.70396175]
2967|[131.93407832]|[151.37177804]
2968|[131.24911367]|[150.03730307]
2969|[130.56814702]|[148.70078356]
2970|[129.89204979]|[147.36179418]
2971|[129.22061421]|[146.02046116]
2972|[128.55360551]|[144.67692129]
2973|[129.89919161]|[144.01405022]
2974|[131.39914959]|[144.00282303]
2975|[132.86741613]|[144.3097324]
2976|[134.2695612]|[144.84263878]
2977|[135.62994269]|[145.47458989]
2978|[136.98216709]|[146.12381186]
2979|[138.32960392]|[146.78291276]
2980|[139.67224706]|[147.45172468]
2981|[141.02592949]|[148.09790104]
2982|[142.40059038]|[148.69815718]
2983|[143.80532684]|[149.2241947]
2984|[145.24217427]|[149.65485638]
2985|[146.69315045]|[150.035209]
2986|[148.15975045]|[150.3499858]
