|X_Positions|Y_Positions
84|[89.53433032]|[101.19350392]
85|[89.36175966]|[99.70346386]
86|[89.23037113]|[98.20922926]
87|[89.14375543]|[96.71173211]
88|[89.10186953]|[95.21231703]
89|[89.1104466]|[93.71234155]
90|[90.25642032]|[92.74448608]
91|[91.65264824]|[92.19626386]
92|[92.30495738]|[90.84552599]
93|[92.54291763]|[89.36452129]
94|[92.62999853]|[87.86705112]
95|[92.69006082]|[86.36825409]
96|[92.73865936]|[84.86904157]
97|[92.81119249]|[83.37079628]
98|[92.80099224]|[81.87083097]
99|[92.79298785]|[80.37085232]
100|[92.77784735]|[78.87092874]
101|[92.74773724]|[77.37123097]
102|[92.74070518]|[75.87124746]
103|[92.74272059]|[74.37124881]
104|[92.78089495]|[72.87173465]
105|[92.8833435]|[71.37523731]
106|[93.02683976]|[69.88211681]
107|[93.23864225]|[68.39714553]
108|[93.54852329]|[66.92950329]
109|[93.91372237]|[65.47463916]
110|[93.91372237]|[65.47463916]
111|[93.91372237]|[65.47463916]
112|[94.13754706]|[63.99143233]
113|[94.42542252]|[62.51931558]
114|[94.42542252]|[62.51931558]
115|[94.85252618]|[61.08140652]
116|[95.35634803]|[59.66855]
117|[95.97503885]|[58.30208681]
118|[95.97503885]|[58.30208681]
119|[96.80849394]|[57.05494904]
120|[97.72366931]|[55.86648194]
121|[98.68795441]|[54.71750229]
122|[99.59418085]|[53.52219745]
123|[99.59418085]|[53.52219745]
124|[100.74611384]|[52.56144234]
125|[100.74611384]|[52.56144234]
126|[102.11402487]|[51.94595927]
127|[103.52971778]|[51.45016336]
128|[103.52971778]|[51.45016336]
129|[105.02856136]|[51.50905255]
130|[106.51730678]|[51.69245667]
131|[106.51730678]|[51.69245667]
132|[106.51730678]|[51.69245667]
133|[107.54022399]|[52.78956212]
134|[108.54785264]|[53.9007257]
135|[108.54785264]|[53.9007257]
136|[108.32170498]|[55.38358012]
137|[108.09554119]|[56.86643209]
138|[107.86935525]|[58.34928067]
139|[107.64314272]|[59.8321252]
140|[107.41690266]|[61.31496552]
141|[107.19063213]|[62.7978012]
142|[106.96432895]|[64.2806319]
143|[106.73799618]|[65.76345807]
144|[106.51163323]|[67.24627965]
145|[106.28524079]|[68.72909672]
146|[106.05881873]|[70.21190927]
147|[105.8323744]|[71.69471841]
148|[105.60590801]|[73.17752419]
149|[105.37942218]|[74.660327]
150|[105.15291732]|[76.1431269]
151|[104.92639466]|[77.62592408]
152|[104.69985735]|[79.10871903]
153|[104.47330858]|[80.59151222]
154|[104.2467524]|[82.07430428]
155|[104.02019016]|[83.55709542]
156|[103.79362574]|[85.03988622]
157|[103.5670581]|[86.52267653]
158|[103.34048802]|[88.00546647]
159|[103.11392053]|[89.4882568]
160|[102.88735284]|[90.9710471]
161|[102.66078753]|[92.45383777]
162|[102.43422595]|[93.93662901]
163|[102.20766904]|[95.41942096]
164|[101.98111333]|[96.90221309]
165|[101.75455919]|[98.38500546]
166|[101.52800477]|[99.86779779]
167|[101.30145233]|[101.35059042]
168|[101.07490301]|[102.83338353]
169|[100.84835477]|[104.31617681]
170|[100.62180698]|[105.79897015]
171|[100.39525943]|[107.28176353]
172|[100.16871198]|[108.76455693]
173|[99.94216456]|[110.24735033]
174|[99.7156163]|[111.7301436]
175|[99.48906572]|[113.21293652]
176|[99.26251214]|[114.69572897]
177|[99.03595541]|[116.17852095]
178|[98.8093953]|[117.66131241]
179|[98.5828296]|[119.14410302]
180|[98.35624953]|[120.62689143]
181|[98.12964955]|[122.1096768]
182|[97.90302573]|[123.59245852]
183|[97.67637791]|[125.07523658]
184|[97.44970436]|[126.5580107]
185|[97.22300022]|[128.04078015]
186|[96.9962603]|[129.52354413]
187|[96.76947659]|[131.00630141]
188|[96.54264371]|[132.48905116]
189|[96.31576818]|[133.9717944]
190|[97.22180495]|[132.7763458]
191|[97.87346575]|[131.42529502]
192|[98.41313821]|[130.02574022]
193|[98.90581502]|[128.60895881]
194|[99.37904076]|[127.18556238]
195|[99.84425634]|[125.75952785]
196|[100.30617744]|[124.33242278]
197|[100.76674226]|[122.90487942]
198|[101.22674945]|[121.47715627]
199|[101.68652604]|[120.04935884]
200|[102.14620712]|[118.62153067]
201|[102.60584994]|[117.19369017]
202|[103.06547472]|[115.76584387]
203|[103.52509207]|[114.33799518]
204|[103.98470686]|[112.91014566]
205|[104.44432059]|[111.4822958]
206|[104.90393389]|[110.0544458]
207|[105.36354475]|[108.62659502]
208|[105.82315234]|[107.19874319]
209|[106.2827543]|[105.77088954]
210|[106.74234669]|[104.34303281]
211|[107.20193041]|[102.91517329]
212|[107.66149901]|[101.48730891]
213|[108.12104083]|[100.0594359]
214|[108.58055237]|[98.63155315]
215|[108.5237222]|[100.13047621]
216|[108.30092532]|[101.61383778]
217|[108.01093547]|[103.08553948]
218|[107.69360345]|[104.55158873]
219|[107.36510542]|[106.01517646]
220|[107.03203717]|[107.47773091]
221|[106.6970971]|[108.93985784]
222|[106.36138995]|[110.40180883]
223|[106.02536664]|[111.86368719]
224|[105.68921334]|[113.32553567]
225|[105.35300672]|[114.78737188]
226|[105.92476585]|[113.40061613]
227|[106.40122246]|[111.97829792]
228|[106.83774451]|[110.54322005]
229|[107.25769534]|[109.10320571]
230|[107.6707912]|[107.66120993]
231|[108.08105375]|[106.2184055]
232|[108.49014519]|[104.77526857]
233|[108.89875237]|[103.33199445]
234|[109.3071562]|[101.88866278]
235|[109.71547585]|[100.44530729]
236|[110.12375308]|[99.00193981]
237|[110.53199631]|[97.5585627]
238|[110.94019928]|[96.11517421]
239|[111.34835235]|[94.67177161]
240|[111.75644574]|[93.22835214]
241|[112.16448435]|[91.78491717]
242|[112.58512588]|[90.34510444]
243|[113.01014584]|[88.9065781]
244|[113.4511881]|[87.47288297]
245|[113.91343713]|[86.04588408]
246|[114.38695355]|[84.62258432]
247|[114.87661907]|[83.20475934]
248|[115.38731185]|[81.79437185]
249|[115.95049121]|[80.40410964]
250|[116.45213174]|[78.99047716]
251|[116.90946191]|[77.56189425]
252|[117.36213854]|[76.13182997]
253|[117.9095423]|[74.73528096]
254|[118.39578253]|[73.31627763]
255|[118.93879928]|[71.918017]
256|[119.51069345]|[70.53131694]
257|[120.11193138]|[69.15708517]
258|[120.62844188]|[67.74881783]
259|[121.12145433]|[66.33215318]
260|[121.73241288]|[64.96221535]
261|[122.27183215]|[63.56256295]
262|[122.75804603]|[62.14355059]
263|[123.24526346]|[60.72488249]
264|[123.88172359]|[59.36660472]
265|[124.57698448]|[58.03746505]
266|[125.31121307]|[56.72944808]
267|[126.06278209]|[55.43131711]
268|[126.82743215]|[54.14084809]
269|[127.58541965]|[52.84645443]
270|[128.31470757]|[51.53567637]
271|[128.99973324]|[50.20123273]
272|[129.63090313]|[48.84048861]
273|[130.27575658]|[47.48617549]
274|[130.94748543]|[46.14498931]
275|[131.60429473]|[44.79643396]
276|[132.26959836]|[43.45204894]
277|[132.96552603]|[42.12325826]
278|[133.70958077]|[40.82080574]
279|[134.51282815]|[39.55400124]
280|[135.26418173]|[38.25574557]
281|[136.09580166]|[37.00738332]
282|[136.95216589]|[35.77586381]
283|[136.95216589]|[35.77586381]
284|[137.92743314]|[34.63619115]
285|[138.89580929]|[33.49065737]
286|[138.89580929]|[33.49065737]
287|[139.82757354]|[32.31515093]
288|[139.82757354]|[32.31515093]
289|[139.82757354]|[32.31515093]
290|[140.82169833]|[31.19188965]
291|[141.81197224]|[30.06523195]
292|[141.81197224]|[30.06523195]
293|[142.75720277]|[28.9005263]
294|[142.75720277]|[28.9005263]
295|[143.7984969]|[27.8208474]
296|[143.7984969]|[27.8208474]
297|[143.7984969]|[27.8208474]
298|[144.6960316]|[26.61900237]
299|[144.6960316]|[26.61900237]
300|[145.79846796]|[25.60183274]
301|[147.03004489]|[24.74555109]
302|[148.34735619]|[24.02813145]
303|[149.73000773]|[23.44651755]
304|[149.73000773]|[23.44651755]
305|[151.19488535]|[23.12382027]
306|[152.67694069]|[22.89249372]
307|[152.67694069]|[22.89249372]
308|[154.17680994]|[22.8726885]
309|[154.17680994]|[22.8726885]
310|[155.67257925]|[22.76010892]
311|[157.17256846]|[22.7658001]
312|[157.17256846]|[22.7658001]
313|[158.65894247]|[22.96752341]
314|[160.12761163]|[23.27250029]
315|[160.12761163]|[23.27250029]
316|[161.57157223]|[23.67867486]
317|[161.57157223]|[23.67867486]
318|[162.89304725]|[24.38839576]
319|[164.22447281]|[25.07926912]
320|[165.49748695]|[25.87263851]
321|[166.64921367]|[26.83364089]
322|[166.64921367]|[26.83364089]
323|[167.52006619]|[28.05495817]
324|[168.44003555]|[29.23971821]
325|[168.44003555]|[29.23971821]
326|[169.04241096]|[30.61345176]
327|[169.04241096]|[30.61345176]
328|[167.5858646]|[30.97188266]
329|[166.14968021]|[31.40475031]
330|[166.14968021]|[31.40475031]
331|[165.17945881]|[32.54872165]
332|[163.91674335]|[33.35838188]
333|[163.91674335]|[33.35838188]
334|[162.85177562]|[34.41471692]
335|[162.85177562]|[34.41471692]
336|[161.69976908]|[35.37538384]
337|[160.40127786]|[36.12633028]
338|[160.40127786]|[36.12633028]
339|[161.48724425]|[37.16106551]
340|[161.48724425]|[37.16106551]
341|[161.48724425]|[37.16106551]
342|[161.48724425]|[37.16106551]
343|[160.84452225]|[38.51639146]
344|[160.84452225]|[38.51639146]
345|[160.2017734]|[39.87170467]
346|[159.55901609]|[41.22701388]
347|[158.91624699]|[42.58231749]
348|[158.27346464]|[43.93761482]
349|[158.27346464]|[43.93761482]
350|[157.63063148]|[45.29288805]
351|[157.63063148]|[45.29288805]
352|[156.98775822]|[46.64814226]
353|[156.34487109]|[48.00338989]
354|[156.34487109]|[48.00338989]
355|[155.70192647]|[49.35861024]
356|[155.70192647]|[49.35861024]
357|[155.0589238]|[50.71380306]
358|[154.41590393]|[52.06898772]
359|[154.41590393]|[52.06898772]
360|[153.77281107]|[53.42413773]
361|[153.12969911]|[54.77927869]
362|[152.48656137]|[56.13440741]
363|[151.84339451]|[57.48952231]
364|[151.20019704]|[58.84462268]
365|[150.55696765]|[60.1997079]
366|[149.91370832]|[61.5547789]
367|[149.27041852]|[62.90983545]
368|[148.62709716]|[64.26487701]
369|[147.9837458]|[65.61990432]
370|[147.34036069]|[66.97491561]
371|[146.69694706]|[68.32991336]
372|[146.05350585]|[69.68489802]
373|[145.41003753]|[71.03986979]
374|[144.76654238]|[72.39482884]
375|[144.12302475]|[73.74977719]
376|[143.47948187]|[75.10471356]
377|[142.83591285]|[76.45963751]
378|[142.19231624]|[77.81454836]
379|[141.54869526]|[79.16944763]
380|[140.90505455]|[80.52433753]
381|[140.2613961]|[81.879219]
382|[139.61772048]|[83.23409231]
383|[138.9740257]|[84.58895652]
384|[138.33030989]|[85.94381074]
385|[137.68657402]|[87.29865543]
386|[137.04281958]|[88.6534913]
387|[136.39904844]|[90.00831923]
388|[135.7552633]|[91.36314051]
389|[135.11146957]|[92.7179577]
390|[134.46766736]|[94.07277087]
391|[133.82385763]|[95.42758046]
392|[133.18003978]|[96.7823862]
393|[132.5362165]|[98.13718935]
394|[131.89238778]|[99.49198991]
395|[131.24855542]|[100.84678875]
396|[130.60471917]|[102.20158574]
397|[129.96087969]|[103.5563812]
398|[129.31703776]|[104.91117549]
399|[128.67319246]|[106.26596817]
400|[128.02934247]|[107.62075864]
401|[127.3854856]|[108.97554583]
402|[126.74162089]|[110.33032929]
403|[126.09774591]|[111.68510787]
404|[125.45385713]|[113.0398799]
405|[124.80994613]|[114.39464136]
406|[124.16600636]|[115.74938915]
407|[123.52203361]|[117.10412127]
408|[122.87802698]|[118.45883727]
409|[122.23398239]|[119.81353523]
410|[121.58989515]|[121.16821292]
411|[120.945758]|[122.52286687]
412|[120.30157034]|[123.8774968]
413|[119.65733612]|[125.23210459]
414|[119.01304969]|[126.58668755]
415|[118.36870817]|[127.94124431]
416|[117.7243087]|[129.2957735]
417|[117.07984914]|[130.6502741]
418|[116.43532962]|[132.00474617]
419|[115.79074045]|[133.3591851]
420|[115.14607228]|[134.71358642]
421|[114.50132026]|[136.06794783]
422|[113.85648411]|[137.42226919]
423|[113.21156367]|[138.77655041]
424|[112.5665553]|[140.13078976]
425|[111.9214542]|[141.48498493]
426|[111.27626724]|[142.8391392]
427|[110.63099042]|[144.19325065]
428|[109.98561819]|[145.54731664]
429|[109.34015269]|[146.90133816]
430|[108.69458722]|[148.25531202]
431|[109.86422409]|[147.31619031]
432|[110.846754]|[146.18277292]
433|[111.74365351]|[144.9804538]
434|[112.60419783]|[143.75185156]
435|[113.44966798]|[142.51282766]
436|[114.28893773]|[141.26959546]
437|[115.12566178]|[140.02464853]
438|[115.96133684]|[138.77899722]
439|[116.79658267]|[137.53305805]
440|[117.63165317]|[136.28700137]
441|[118.46664989]|[135.04089524]
442|[119.30161354]|[133.79476696]
443|[120.13656367]|[132.54862961]
444|[120.97150759]|[131.30248811]
445|[121.80644917]|[130.05634503]
446|[122.64139007]|[128.8102015]
447|[123.47632933]|[127.56405688]
448|[124.31126794]|[126.31791182]
449|[125.14620489]|[125.07176564]
450|[125.98113974]|[123.82561806]
451|[126.8160723]|[122.57946895]
452|[127.65100138]|[121.33331749]
453|[128.48592784]|[120.08716429]
454|[129.32085071]|[118.84100868]
455|[130.15576949]|[117.59485033]
456|[130.99068261]|[116.34868819]
457|[131.82558933]|[115.10252176]
458|[132.6604893]|[113.85635081]
459|[132.11312375]|[115.25291479]
460|[131.44455952]|[116.59568129]
461|[130.72782248]|[117.91336411]
462|[129.991611]|[119.22026604]
463|[129.24746198]|[120.52266469]
464|[128.50006566]|[121.82320256]
465|[127.75133863]|[123.12297478]
466|[127.00206573]|[124.42243241]
467|[126.25256691]|[125.72175974]
468|[125.50297531]|[127.02103355]
469|[124.75334559]|[128.32028537]
470|[124.00370022]|[129.61952815]
471|[123.25404438]|[130.9187649]
472|[122.50437866]|[132.21799594]
473|[121.75470426]|[133.51722198]
474|[121.0050183]|[134.81644135]
475|[120.25531937]|[136.11565323]
476|[121.18414042]|[134.93781985]
477|[122.0419956]|[133.70733844]
478|[122.86996906]|[132.45655471]
479|[123.68558374]|[131.19767716]
480|[124.49611896]|[129.93552318]
481|[125.30457143]|[128.67203412]
482|[126.11217017]|[127.4079992]
483|[126.91941932]|[126.143741]
484|[127.72652531]|[124.8793914]
485|[128.53357267]|[123.61500437]
486|[129.34059601]|[122.35060201]
487|[130.1476095]|[121.08619336]
488|[130.95461896]|[119.82178214]
489|[131.76162676]|[118.55736986]
490|[132.56863389]|[117.29295715]
491|[133.37564073]|[116.02854427]
492|[134.18264498]|[114.76412972]
493|[133.49372623]|[116.0965677]
494|[132.75572384]|[117.40245914]
495|[131.99790322]|[118.69695051]
496|[131.23201041]|[119.98668235]
497|[130.46281621]|[121.27444796]
498|[129.69226951]|[122.56140475]
499|[128.9211682]|[123.84802932]
500|[128.14983933]|[125.13451747]
501|[127.37841705]|[126.42094962]
502|[126.60695642]|[127.70735877]
503|[125.83548003]|[128.99375846]
504|[125.06399716]|[130.28015428]
505|[124.29251163]|[131.56654849]
506|[123.52102292]|[132.8529408]
507|[122.7495329]|[134.13933232]
508|[121.97803599]|[135.42571971]
509|[121.20653123]|[136.71210239]
510|[120.43501541]|[137.99847844]
511|[119.66348214]|[139.28484403]
512|[118.89192389]|[140.57119462]
513|[119.73603398]|[139.33124376]
514|[120.55082782]|[138.07183477]
515|[121.35351086]|[136.80467261]
516|[122.15122163]|[135.53437441]
517|[122.94689654]|[134.26280001]
518|[123.74173847]|[132.99070477]
519|[124.53623894]|[131.71839624]
520|[125.33059974]|[130.4460005]
521|[126.12490339]|[129.17356908]
522|[126.91918348]|[127.90112295]
523|[127.71345392]|[126.62867081]
524|[128.50772041]|[125.35621619]
525|[129.30198528]|[124.08376057]
526|[130.09624949]|[122.81130454]
527|[130.89051343]|[121.53884833]
528|[131.68477726]|[120.26639205]
529|[132.47904104]|[118.99393575]
530|[133.2733048]|[117.72147944]
531|[134.06756856]|[116.44902311]
532|[134.86183073]|[115.17656581]
533|[134.11043335]|[116.47479613]
534|[133.34137098]|[117.76264048]
535|[132.56511167]|[119.04615966]
536|[131.78590956]|[120.32789445]
537|[131.0055021]|[121.6088957]
538|[130.22460051]|[122.88959578]
539|[129.44349623]|[124.17017226]
540|[128.66230878]|[125.450698]
541|[127.8810872]|[126.73120291]
542|[127.09985159]|[128.01169927]
543|[126.31861022]|[129.29219211]
544|[125.53736648]|[130.57268351]
545|[124.75612178]|[131.85317432]
546|[123.97487667]|[133.13366488]
547|[123.19363139]|[134.41415534]
548|[122.41238605]|[135.69464577]
549|[121.63114068]|[136.97513617]
550|[120.8498886]|[138.25562248]
551|[120.0686247]|[139.53610157]
552|[119.28734876]|[140.81657332]
553|[120.09532769]|[139.55278139]
554|[120.89243565]|[138.28210484]
555|[121.68508276]|[137.00864084]
556|[122.47590378]|[135.73404203]
557|[123.26597781]|[134.45898007]
558|[124.05574634]|[133.18372884]
559|[124.8453899]|[131.90840024]
560|[125.63498234]|[130.63303999]
561|[126.42455387]|[129.35766679]
562|[127.21411684]|[128.08228829]
563|[128.0036763]|[126.80690762]
564|[128.79323433]|[125.53152606]
565|[129.58279178]|[124.25614414]
566|[130.37234898]|[122.98076207]
567|[131.16190608]|[121.70537994]
568|[131.95146314]|[120.42999778]
569|[132.74102019]|[119.15461561]
570|[133.53057722]|[117.87923344]
571|[134.32013426]|[116.60385127]
572|[135.10968977]|[115.32846815]
573|[135.89924245]|[114.05308328]
574|[135.12496434]|[115.33779859]
575|[134.34441437]|[116.618713]
576|[133.56129976]|[117.89806108]
577|[132.77713517]|[119.17676585]
578|[131.99253989]|[120.45520641]
579|[131.20776807]|[121.7335386]
580|[130.42292384]|[123.01182633]
581|[129.63804992]|[124.29009584]
582|[128.8531638]|[125.56835785]
583|[128.06827268]|[126.8466168]
584|[127.28337951]|[128.12487448]
585|[126.49848549]|[129.40313165]
586|[125.71359113]|[130.6813886]
587|[124.92869662]|[131.95964547]
588|[124.14380205]|[133.23790229]
589|[123.35890746]|[134.51615911]
590|[122.57401286]|[135.79441592]
591|[121.78911826]|[137.07267272]
592|[121.00422365]|[138.35092953]
593|[120.21932905]|[139.62918633]
594|[119.43443001]|[140.90744041]
595|[118.64952892]|[142.18569324]
596|[117.86460816]|[143.46393398]
597|[117.07967526]|[144.74216727]
598|[116.29471735]|[146.0203852]
599|[115.509738]|[147.29858996]
600|[114.72473249]|[148.57677866]
601|[113.9396993]|[149.85495036]
602|[113.15463953]|[151.13310574]
603|[112.36955067]|[152.41124324]
604|[111.58442671]|[153.68935919]
605|[112.37682966]|[152.41574325]
606|[113.16625908]|[151.14028208]
607|[113.95447424]|[149.86407016]
608|[114.74219154]|[148.58755088]
609|[115.52970257]|[147.31090435]
610|[116.31712778]|[146.03420488]
611|[117.10451349]|[144.75748104]
612|[117.89188306]|[143.48074726]
613|[118.67924496]|[142.20400874]
614|[119.46660401]|[140.92726847]
615|[120.25396088]|[139.65052685]
616|[121.04131749]|[138.37378508]
617|[121.8286744]|[137.09704348]
618|[122.61603142]|[135.82030195]
619|[123.40338849]|[134.54356046]
620|[124.19074558]|[133.26681897]
621|[124.97810267]|[131.9900775]
622|[125.76545977]|[130.71333602]
623|[126.55281688]|[129.43659455]
624|[127.34017398]|[128.15985307]
625|[128.12753108]|[126.8831116]
626|[128.91488818]|[125.60637012]
627|[129.70224529]|[124.32962865]
628|[130.48960239]|[123.05288717]
629|[131.27695949]|[121.7761457]
630|[132.0643166]|[120.49940422]
631|[132.8516737]|[119.22266275]
632|[133.6390308]|[117.94592128]
633|[134.4263879]|[116.6691798]
634|[135.21374501]|[115.39243833]
635|[136.00110021]|[114.11569568]
636|[136.78845115]|[112.83895041]
637|[137.57579389]|[111.56220007]
638|[138.36312003]|[110.28543951]
639|[137.57827142]|[111.56372455]
640|[136.79240286]|[112.8413828]
641|[136.00611378]|[114.11878231]
642|[135.21965237]|[115.39607571]
643|[134.43312037]|[116.67332565]
644|[133.64655941]|[117.95055776]
645|[132.85998658]|[119.22778256]
646|[132.07340889]|[120.50500436]
647|[131.28682919]|[121.78222493]
648|[130.50024869]|[123.059445]
649|[129.71366784]|[124.33666486]
650|[128.92708686]|[125.61388464]
651|[128.14050582]|[126.89110438]
652|[127.35392476]|[128.16832411]
653|[126.56734369]|[129.44554383]
654|[125.78076261]|[130.72276355]
655|[124.99418153]|[131.99998327]
656|[124.20760046]|[133.27720298]
657|[123.42101938]|[134.5544227]
658|[122.6344383]|[135.83164242]
659|[121.84785722]|[137.10886214]
660|[121.06127614]|[138.38608186]
661|[120.27469507]|[139.66330157]
662|[119.48811399]|[140.94052129]
663|[118.70153291]|[142.21774101]
664|[117.91494933]|[143.49495919]
665|[117.12836473]|[144.77217673]
666|[116.34177712]|[146.04939243]
667|[115.55518827]|[147.32660736]
668|[114.76859315]|[148.60381843]
669|[113.98199302]|[149.88102642]
670|[113.19538991]|[151.15823257]
671|[112.40878159]|[152.4354355]
672|[111.62216827]|[153.71263537]
673|[110.83555094]|[154.98983276]
674|[110.04891266]|[156.26701725]
675|[109.27525259]|[157.55210483]
676|[108.51936853]|[158.84772796]
677|[107.78688962]|[160.15672553]
678|[107.08111748]|[161.48031372]
679|[106.40337837]|[162.81847279]
680|[105.75163717]|[164.16948478]
681|[105.12870049]|[165.53401763]
682|[104.53384103]|[166.91102243]
683|[103.96538455]|[168.29913526]
684|[103.42325937]|[169.69774181]
685|[102.90718036]|[171.10616734]
686|[102.41997578]|[172.52483985]
687|[101.96633525]|[173.95459866]
688|[101.54691403]|[175.39476735]
689|[101.16246725]|[176.84466413]
690|[100.8126848]|[178.30331153]
691|[100.50138162]|[179.77065277]
692|[100.20123656]|[181.240317]
693|[99.92021628]|[182.71375774]
694|[99.67126796]|[184.19295507]
695|[99.42877594]|[185.67322451]
696|[99.20327629]|[187.15617761]
697|[99.01054809]|[188.6437447]
698|[98.83021564]|[190.13286531]
699|[98.68174872]|[191.62549976]
700|[98.55932274]|[193.12049537]
701|[98.47035193]|[194.61785444]
702|[98.38255514]|[196.11528281]
703|[98.31318951]|[197.61367809]
704|[98.27718457]|[199.11324591]
705|[98.23931383]|[200.61276777]
706|[98.22924691]|[202.11273399]
707|[98.34778305]|[203.60804305]
708|[98.54357969]|[205.09520937]
709|[98.65388697]|[206.59114797]
710|[98.86412028]|[208.07634222]
711|[99.14897642]|[209.54904619]
712|[99.39044962]|[211.02948217]
713|[99.62687385]|[212.51073285]
714|[99.8933205]|[213.98687857]
715|[100.01095188]|[215.48225908]
716|[100.29411076]|[216.95529032]
717|[100.58739256]|[218.42633954]
718|[100.71830613]|[219.92061583]
719|[100.82014932]|[221.41715449]
720|[100.99469282]|[222.90696474]
721|[101.22395436]|[224.38934092]
722|[101.37851663]|[225.8813565]
723|[101.37851663]|[225.8813565]
724|[101.75754432]|[227.33267935]
725|[101.75754432]|[227.33267935]
726|[102.11877202]|[228.78853461]
727|[102.11877202]|[228.78853461]
728|[102.84742344]|[230.09966661]
729|[102.84742344]|[230.09966661]
730|[103.87012638]|[231.19697181]
731|[104.97408224]|[232.2124921]
732|[104.97408224]|[232.2124921]
733|[106.3448258]|[232.82164076]
734|[107.69261278]|[233.48002535]
735|[107.69261278]|[233.48002535]
736|[109.13651919]|[233.88639249]
737|[110.60380019]|[234.19797952]
738|[110.60380019]|[234.19797952]
739|[112.0974649]|[234.33569567]
740|[113.59709206]|[234.36913792]
741|[113.59709206]|[234.36913792]
742|[115.06841918]|[234.07725352]
743|[115.06841918]|[234.07725352]
744|[116.54768583]|[233.82871744]
745|[117.99574797]|[233.437417]
746|[117.99574797]|[233.437417]
747|[119.18948526]|[232.52912669]
748|[119.97341051]|[231.25027517]
749|[119.97341051]|[231.25027517]
750|[120.41830966]|[229.81777221]
751|[120.41830966]|[229.81777221]
752|[120.86319287]|[228.38526429]
753|[120.86319287]|[228.38526429]
754|[120.86319287]|[228.38526429]
755|[120.86319287]|[228.38526429]
756|[121.30804426]|[226.95274649]
757|[121.30804426]|[226.95274649]
758|[121.75288212]|[225.52022449]
759|[121.75288212]|[225.52022449]
760|[122.19770195]|[224.0876969]
761|[122.64251665]|[222.6551677]
762|[122.64251665]|[222.6551677]
763|[123.08730827]|[221.22263135]
764|[123.53209265]|[219.79009274]
765|[123.53209265]|[219.79009274]
766|[123.53209265]|[219.79009274]
767|[123.97683104]|[218.35753986]
768|[124.42156183]|[216.92498461]
769|[124.86627726]|[215.4924246]
770|[125.31097656]|[214.05985958]
771|[125.75565716]|[212.62728876]
772|[126.20031666]|[211.19471139]
773|[126.6449532]|[209.76212689]
774|[127.08956198]|[208.32953377]
775|[127.53414371]|[206.89693227]
776|[127.9786962]|[205.46432168]
